YEAR,MONTH,DAY,ACMH,ACSH,ADPT,ASLP,ASTP,AWBT,AWND,FMTM,FRGT,PGTM,PRCP,PSUN,RHAV,RHMN,RHMX,SN02,SN03,SN52,SN53,SNOW,SNWD,SX02,SX03,SX52,SX53,TAVG,THIC,TMAX,TMIN,TSUN,WDF1,WDF2,WDF5,WDFG,WDFM,WESD,WSF1,WSF2,WSF5,WSFG,WSFM,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22,WV07,WV20
1972,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,9.0,,9.0,,,,,
1972,12,6,80.0,100.0,,,,,,,,236.0,91.0,0.0,,,,,,,,104.0,0.0,,,,,,,46.04,12.020000000000003,0.0,,,,,,76.0,,,,200.0,161.0,9999.0,9999.0,,,,9999.0,,9999.0,9999.0,,,,,,1.0,,1.0,,,,,
1972,12,7,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,-99.0,-99.0,,,,-99.0,,-99.0,-99.0,,,,,,,,,,,,,
1972,12,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,,,,99.0,,99.0,99.0,,,,,,99.0,,99.0,,,,,
1972,12,9,90.0,100.0,,,,,,,,1354.0,0.0,0.0,,,,,,,,0.0,51.0,,,,,,,30.92,14.0,0.0,,,,180.0,180.0,51.0,,,,185.0,143.0,-9999.0,-9999.0,,,,-9999.0,,-9999.0,-9999.0,,,,,,-9999.0,,1.0,,,,,
1972,12,10,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,32.0,32.0,,,,,,,,,,,,,-9.0,-9.0,,,,-9.0,,-9.0,,,,,,,-9.0,,,,,,,
1972,12,11,100.0,100.0,,,,,,,,948.0,69.0,0.0,,,,,,,,91.0,102.0,,,,,,,32.0,15.979999999999997,0.0,,,,,,76.0,,,,123.0,80.0,999.0,999.0,,,,999.0,,999.0,1.0,,,,,,999.0,,1.0,,,,,
1972,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.0,-999.0,,,,-999.0,,-999.0,,,,,,,-999.0,,,,,,,
1972,12,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,
1972,12,14,30.0,30.0,,,,,,,,0.0,0.0,25.0,,,,,,,,0.0,152.0,,,,,,,12.920000000000002,-11.019999999999996,138.0,,,,,,152.0,,,,93.0,72.0,1.0,9999.0,,,,9999.0,,9999.0,9999.0,,,,,,9999.0,,9999.0,,,,,
1972,12,15,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,-99.0,,,,-99.0,,,-99.0,,,,,,-99.0,,,,,,,
1972,12,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,99.0,,,99.0,,,,,,99.0,,,,,,,
1972,12,17,30.0,20.0,,,,,,,,2218.0,0.0,65.0,,,,,,,,0.0,102.0,,,,,,,12.020000000000003,-11.019999999999996,360.0,,,,135.0,135.0,152.0,,,,46.0,36.0,1.0,1.0,,,,-9999.0,,1.0,-9999.0,,,,,,-9999.0,,-9999.0,,,,,
1972,12,18,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,-9.0,,,-9.0,,,,,,-9.0,,,,,,,
1972,12,19,90.0,100.0,,,,,,,,736.0,33.0,0.0,,,,,,,,56.0,102.0,,,,,,,50.0,69.08,0.0,,,,,,152.0,,,,72.0,49.0,1.0,999.0,,,,999.0,,1.0,999.0,,,,,,999.0,,1.0,,,,,
1972,12,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.0,,,-999.0,,,,,,-999.0,,,,,,,
1972,12,22,50.0,40.0,,,,,,,,248.0,,51.0,,,,,,,,,203.0,,,,,,,15.979999999999997,-13.0,282.0,,,,,,127.0,,,,41.0,36.0,1.0,1.0,,,,9999.0,,1.0,9999.0,,,,,,9999.0,,1.0,,,,,
1972,12,23,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-99.0,,,-99.0,,,,,,-99.0,,,,,,,
1972,12,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,99.0,,,,,,99.0,,,,,,,
1972,12,25,90.0,80.0,,,,,,,,1300.0,0.0,39.0,,,,,,,,0.0,152.0,,,,,,,23.0,-2.019999999999996,222.0,,,,270.0,315.0,127.0,,,,57.0,36.0,1.0,-9999.0,,,,-9999.0,,1.0,-9999.0,,,,,,-9999.0,,-9999.0,,,,,
1972,12,26,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,32.0,,,,,,,,,,,,,,,-9.0,,,,,,,-9.0,,,,,,,,,,,,,
1972,12,27,100.0,90.0,,,,,,,,0.0,5.0,11.0,,,,,,,,25.0,127.0,,,,,,,28.94,60.980000000000004,60.0,,,,,,127.0,,,,87.0,67.0,1.0,999.0,,,,1.0,,1.0,999.0,,,,,,1.0,,1.0,,,,,
1972,12,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,,,,,,,,,,,,,,,,,,,,-999.0,,,,,,,,,,,,,
1972,12,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,
1972,12,30,100.0,100.0,,,,,,,,1524.0,33.0,19.0,,,,,,,,,127.0,,,,,,,39.02,24.98,108.0,,,,,,127.0,,,,82.0,63.0,1.0,1.0,,,,1.0,,1.0,9999.0,,,,,,1.0,,1.0,,,,,
1972,12,31,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,-99.0,,,,,,,,,,,,,
1973,1,1,60.0,40.0,,,,,,,,2200.0,0.0,88.0,,,,,,,,0.0,229.0,,,,,,,21.02,-0.9400000000000048,492.0,,,,135.0,135.0,305.0,,,,67.0,31.0,1.0,1.0,,,,,,1.0,,,,,,,-9999.0,,-9999.0,,,,,
1973,1,2,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.0,,,,,,,
1973,1,3,60.0,30.0,,,,,,,,6.0,,86.0,,,,,,,,,178.0,,,,,,,26.96,55.94,480.0,,,,,,279.0,,,,82.0,58.0,1.0,999.0,,,,,,1.0,,,,,,,999.0,,1.0,,,,,
1973,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.0,,,,,,,
1973,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,
1973,1,6,20.0,20.0,,,,,,,,2218.0,0.0,79.0,,,,,,,,0.0,254.0,,,,,,,15.079999999999998,-13.0,444.0,,,,,,254.0,,,,62.0,49.0,1.0,1.0,,,,,,1.0,,,,,,,9999.0,,9999.0,,,,,
1973,1,7,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99.0,,,,,,,
1973,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,
1973,1,9,80.0,80.0,,,,,,,,1312.0,0.0,23.0,,,,,,,,0.0,229.0,,,,,,,15.979999999999997,-7.059999999999995,132.0,,,,360.0,135.0,203.0,,,,51.0,27.0,1.0,-9999.0,,,,,,1.0,,,,,,,-9999.0,,-9999.0,,,,,
1973,1,10,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,32.0,,,,,,,,,,,,,,,-9.0,,,,,,,,,,,,,-9.0,,-9.0,,,,,
1973,1,11,60.0,60.0,,,,,,,,100.0,0.0,39.0,,,,,,,,0.0,203.0,,,,,,,17.96,75.02,222.0,,,,,,203.0,,,,82.0,67.0,1.0,999.0,,,,,,1.0,,,,,,,999.0,,999.0,,,,,
1973,1,12,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,-999.0,,,,,,,,,,,,,-999.0,,-999.0,,,,,
1973,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,
1973,1,14,100.0,100.0,,,,,,,,1142.0,28.0,0.0,,,,,,,,46.0,178.0,,,,,,,24.08,12.020000000000003,0.0,,,,,,203.0,,,,46.0,31.0,1.0,9999.0,,,,,,1.0,,,,,,,9999.0,,1.0,,,,,
1973,1,15,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,-99.0,,,,,,,,,,,,,-99.0,,,,,,,
1973,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,99.0,,,,,,,99.0,,,,,,,
1973,1,17,100.0,100.0,,,,,,,,754.0,0.0,25.0,,,,,,,,0.0,229.0,,,,,,,30.92,12.020000000000003,144.0,,,,135.0,135.0,381.0,,,,67.0,49.0,1.0,1.0,,,,,,1.0,,,,,,,-9999.0,,1.0,,,,,
1973,1,18,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,1,19,100.0,100.0,,,,,,,,836.0,8.0,0.0,,,,,,,,5.0,152.0,,,,,,,39.02,28.04,0.0,,,,,,356.0,,,,87.0,67.0,1.0,999.0,,,,,,1.0,,,,,,,1.0,,1.0,,,,,
1973,1,20,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,-999.0,,,,,,,,,,,,,,,,,,,,
1973,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,
1973,1,22,70.0,80.0,,,,,,,,318.0,,72.0,,,,,,,,,152.0,,,,,,,35.06,15.979999999999997,414.0,,,,,,305.0,,,,41.0,31.0,1.0,1.0,,,,,,1.0,,,,,,,9999.0,,1.0,,,,,
1973,1,23,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99.0,,,,,,,
1973,1,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,
1973,1,25,80.0,80.0,,,,,,,,1106.0,3.0,51.0,,,,,,,,0.0,152.0,,,,,,,44.96,14.0,294.0,,,,180.0,180.0,254.0,,,,154.0,121.0,1.0,-9999.0,,,,,,-9999.0,,,,,,,1.0,,1.0,,,,,
1973,1,26,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,32.0,32.0,,,,,,,,,,,,,,-9.0,,,,,,-9.0,,,,,,,,,,,,,,
1973,1,27,90.0,80.0,,,,,,,,336.0,81.0,27.0,,,,,,,,61.0,102.0,,,,,,,42.08,33.98,156.0,,,,,,381.0,,,,139.0,94.0,999.0,999.0,,,,,,999.0,,,,,,,1.0,,1.0,,,,,
1973,1,28,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,-999.0,-999.0,,,,,,-999.0,,,,,,,,,,,,,,
1973,1,30,100.0,100.0,,,,,,,,1136.0,155.0,0.0,,,,,,,,191.0,76.0,,,,,,,39.02,28.94,0.0,,,,,,152.0,,,,154.0,121.0,9999.0,9999.0,,,,,,9999.0,,,,,,,1.0,,1.0,,,,,
1973,1,31,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,-99.0,-99.0,,,,,,-99.0,,,,,,,,,,,,,,
1973,2,1,60.0,40.0,,,,,,,,1154.0,0.0,74.0,,,,,,,,0.0,127.0,,,,,,,35.06,10.940000000000001,450.0,,,,180.0,180.0,203.0,,,,57.0,49.0,1.0,1.0,-9999.0,,,,,1.0,,,,,,,-9999.0,,1.0,,,,,
1973,2,2,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,32.0,,,,,,,,,,,,,,,,-9.0,,,,,,,,,,,,-9.0,,,,,,,
1973,2,3,70.0,60.0,,,,,,,,524.0,,81.0,,,,,,,,,102.0,,,,,,,24.98,64.94,492.0,,,,,,178.0,,,,46.0,36.0,1.0,1.0,999.0,,,,,1.0,,,,,,,999.0,,1.0,,,,,
1973,2,4,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,-999.0,,,,,,,,,,,,-999.0,,,,,,,
1973,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,9.0,,,,,
1973,2,6,90.0,100.0,,,,,,,,1642.0,10.0,0.0,,,,,,,,15.0,102.0,,,,,,,39.02,26.060000000000002,0.0,,,,,,178.0,,,,82.0,63.0,1.0,9999.0,9999.0,,,,,1.0,,,,,,,1.0,,1.0,,,,,
1973,2,7,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,32.0,,,,,,,,,,,,,,,,-99.0,,,,,,,,,,,,,,,,,,,
1973,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,,,,,,,,,
1973,2,9,100.0,100.0,,,,,,,,1536.0,20.0,0.0,,,,,,,,10.0,102.0,,,,,,,37.94,23.0,0.0,,,,180.0,180.0,178.0,,,,93.0,76.0,1.0,1.0,-9999.0,,,,,-9999.0,,,,,,,1.0,,1.0,,,,,
1973,2,10,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,32.0,32.0,,,,,,,,,,,,,,,-9.0,,,,,,,,,,,,,,,,,,,
1973,2,11,90.0,100.0,,,,,,,,154.0,,0.0,,,,,,,,,76.0,,,,,,,35.96,26.96,0.0,,,,,,152.0,,,,51.0,40.0,1.0,1.0,999.0,,,,,1.0,,,,,,,1.0,,1.0,,,,,
1973,2,12,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,-999.0,,,,,,,,,,,,,,,,,,,
1973,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,
1973,2,14,60.0,90.0,,,,,,,,1112.0,0.0,54.0,,,,,,,,0.0,76.0,,,,,,,39.92,15.979999999999997,336.0,,,,,,127.0,,,,67.0,49.0,9999.0,9999.0,9999.0,,,,,1.0,,,,,,,9999.0,,9999.0,,,,,
1973,2,15,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,32.0,,,,,,,,,,,,,,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,
1973,2,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,,,,,,99.0,,,,,,,,,,,,,,
1973,2,17,100.0,100.0,,,,,,,,1924.0,28.0,0.0,,,,,,,,0.0,76.0,,,,,,,39.92,35.96,0.0,,,,135.0,180.0,178.0,,,,139.0,116.0,-9999.0,-9999.0,-9999.0,,,,,-9999.0,,,,,,,1.0,,1.0,,,,,
1973,2,18,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,32.0,32.0,,,,,,,,,,,,,-9.0,-9.0,-9.0,,,,,-9.0,,,,,,,,,,,,,,
1973,2,19,80.0,60.0,,,,,,,,124.0,74.0,82.0,,,,,,,,30.0,51.0,,,,,,,46.04,28.94,522.0,,,,,,178.0,,,,113.0,85.0,999.0,999.0,999.0,,,,,999.0,,,,,,,1.0,,1.0,,,,,
1973,2,20,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,-999.0,-999.0,-999.0,,,,,-999.0,,,,,,,,,,,,,,
1973,2,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,9.0,,,,,,9.0,,,,,,,,,,,,,,
1973,2,22,90.0,80.0,,,,,,,,1400.0,3.0,34.0,,,,,,,,3.0,25.0,,,,,,,37.04,26.96,216.0,,,,,,9999.0,,,,57.0,36.0,1.0,1.0,9999.0,,,,,1.0,,,,,,,9999.0,,1.0,,,,,
1973,2,23,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,32.0,,,,,,,,-99.0,,,,,,,,-99.0,,,,,,,,,,,,-99.0,,,,,,,
1973,2,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,99.0,,,,,,,,,,,,99.0,,,,,,,
1973,2,25,30.0,50.0,,,,,,,,1206.0,0.0,78.0,,,,,,,,0.0,25.0,,,,,,,35.06,19.04,504.0,,,,315.0,360.0,-9999.0,,,,57.0,36.0,1.0,-9999.0,-9999.0,,,,,1.0,,,,,,,-9999.0,,-9999.0,,,,,
1973,2,26,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,32.0,32.0,,,,,,,-9.0,,,,,,,-9.0,-9.0,,,,,,,,,,,,-9.0,,-9.0,,,,,
1973,2,27,30.0,50.0,,,,,,,,500.0,0.0,78.0,,,,,,,,0.0,25.0,,,,,,,39.02,23.0,504.0,,,,,,999.0,,,,77.0,67.0,1.0,999.0,999.0,,,,,1.0,,,,,,,999.0,,999.0,,,,,
1973,2,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.0,,,,,,,,-999.0,,,,,,,,,,,,-999.0,,,,,,,
1973,2,30,0.0,0.0,,,,,,,,1524.0,0.0,100.0,,,,,,,,0.0,25.0,,,,,,,42.08,24.08,648.0,,,,,,9999.0,,,,62.0,49.0,9999.0,9999.0,9999.0,,,,,9999.0,,,,,,,9999.0,,9999.0,,,,,
1973,2,31,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,32.0,,,,,,,,-99.0,,,,,,-99.0,-99.0,-99.0,,,,,-99.0,,,,,,,-99.0,,-99.0,,,,,
1973,3,1,90.0,100.0,,,,,,,,1154.0,20.0,44.0,,,,,,,,0.0,0.0,,,,,,,55.94,37.94,300.0,,,,180.0,180.0,-9999.0,,,,139.0,116.0,-9999.0,,,,,,,-9999.0,,,,,,,1.0,,-9999.0,,,,,
1973,3,2,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,32.0,32.0,,,,,,,-9.0,,,,,,-9.0,,,,,,,-9.0,,,,,,,,,,,,,,
1973,3,3,50.0,50.0,,,,,,,,242.0,81.0,64.0,,,,,,,,71.0,25.0,,,,,,,46.04,32.0,438.0,,,,,,999.0,,,,108.0,85.0,999.0,,,,,,,999.0,,,,,,,1.0,,1.0,,,,,
1973,3,4,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,-999.0,,,,,,-999.0,,,,,,,-999.0,,,,,,,,,,,,,,
1973,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,
1973,3,6,100.0,100.0,,,,,,,,554.0,,11.0,,,,,,,,,0.0,,,,,,,46.94,30.92,78.0,,,,,,9999.0,,,,103.0,80.0,9999.0,,,,,,,9999.0,,,,,,,9999.0,,1.0,,,,,
1973,3,7,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,32.0,32.0,,,,,,,-99.0,,,,,,-99.0,,,,,,,-99.0,,,,,,,,,,,,,,
1973,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,99.0,,,,,,,99.0,,,,,,,,,,,,,,
1973,3,9,70.0,90.0,,,,,,,,1342.0,0.0,87.0,,,,,,,,0.0,0.0,,,,,,,51.08,33.08,600.0,,,,180.0,180.0,-9999.0,,,,113.0,85.0,-9999.0,,,,,,,-9999.0,,,,,,,-9999.0,,1.0,,,,,
1973,3,10,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,32.0,32.0,,,,,,,-9.0,,,,,,-9.0,,,,,,,-9.0,,,,,,,-9.0,,,,,,,
1973,3,11,50.0,40.0,,,,,,,,330.0,0.0,95.0,,,,,,,,0.0,0.0,,,,,,,51.08,33.98,660.0,,,,,,999.0,,,,77.0,58.0,999.0,,,,,,,999.0,,,,,,,999.0,,999.0,,,,,
1973,3,12,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,-999.0,,,,,,-999.0,,,,,,,-999.0,,,,,,,,,-999.0,,,,,
1973,3,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,
1973,3,14,70.0,60.0,,,,,,,,1242.0,0.0,66.0,,,,,,,,0.0,0.0,,,,,,,51.08,33.98,462.0,,,,,,9999.0,,,,77.0,45.0,9999.0,,,,,,,1.0,,,,,,,9999.0,,9999.0,,,,,
1973,3,15,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,32.0,,,,,,,-99.0,,,,,,-99.0,,,,,,,,,,,,,,-99.0,,-99.0,,,,,
1973,3,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,99.0,,,,,,,99.0,,,,,,,99.0,,99.0,,,,,
1973,3,17,100.0,100.0,,,,,,,,1130.0,56.0,23.0,,,,,,,,10.0,0.0,,,,,,,55.04,35.96,162.0,,,,180.0,180.0,-9999.0,,,,185.0,152.0,-9999.0,,,,,,,-9999.0,,,,,,,1.0,,1.0,,,,,
1973,3,18,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,32.0,32.0,,,,,,,-9.0,,,,,,-9.0,,,,,,,,,,,,,,,,,,,,,
1973,3,19,100.0,100.0,,,,,,,,930.0,53.0,14.0,,,,,,,,15.0,0.0,,,,,,,46.04,35.06,96.0,,,,,,999.0,,,,72.0,49.0,999.0,,,,,,,1.0,,,,,,,1.0,,1.0,,,,,
1973,3,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,-999.0,,,,,,,,,,,,,,,,,,,,,
1973,3,22,80.0,90.0,,,,,,,,354.0,13.0,32.0,,,,,,,,10.0,102.0,,,,,,,42.980000000000004,33.08,228.0,,,,,,76.0,,,,108.0,80.0,9999.0,,,,,,,9999.0,,,,,,,9999.0,,1.0,,,,,
1973,3,23,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,32.0,,,,,,,,,,,,,,-99.0,,,,,,,-99.0,,,,,,,-99.0,,,,,,,
1973,3,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,99.0,,,,,,,99.0,,,,,,,99.0,,99.0,,,,,
1973,3,25,70.0,70.0,,,,,,,,1342.0,0.0,92.0,,,,,,,,0.0,0.0,,,,,,,55.04,30.92,660.0,,,,180.0,180.0,-9999.0,,,,82.0,54.0,-9999.0,,,,,,,-9999.0,,,,,,,-9999.0,,-9999.0,,,,,
1973,3,26,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,32.0,32.0,,,,,,,-9.0,,,,,,-9.0,,,,,,,-9.0,,,,,,,,,,,,,,
1973,3,27,100.0,100.0,,,,,,,,842.0,46.0,12.0,,,,,,,,30.0,0.0,,,,,,,57.02,35.06,90.0,,,,,,999.0,,,,170.0,139.0,999.0,,,,,,,999.0,,,,,,,1.0,,1.0,,,,,
1973,3,28,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,32.0,,,,,,,-999.0,,,,,,-999.0,,,,,,,-999.0,,,,,,,,,,,,,,
1973,3,30,50.0,60.0,,,,,,,,1512.0,0.0,97.0,,,,,,,,0.0,0.0,,,,,,,55.04,30.02,708.0,,,,,,9999.0,,,,87.0,63.0,9999.0,,,,,,,9999.0,,,,,,,9999.0,,9999.0,,,,,
1973,3,31,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,32.0,,,,,,,-99.0,,,,,,-99.0,,,,,,,-99.0,,,,,,,,,-99.0,,,,,
1973,4,1,100.0,100.0,,,,,,,,354.0,89.0,0.0,,,,,,,,43.0,0.0,,,,,,,41.0,35.06,0.0,,,,270.0,270.0,,,,,149.0,130.0,-9999.0,,-9999.0,,-9999.0,,,,,,,,,,1.0,,1.0,,,,,
1973,4,2,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,32.0,32.0,,,,,,,,,,,,,-9.0,,-9.0,,-9.0,,,,,,,,,,,,,,,,,
1973,4,3,80.0,90.0,,,,,,,,730.0,5.0,45.0,,,,,,,,8.0,,,,,,,,55.04,35.06,348.0,,,,,,,,,,154.0,107.0,999.0,,999.0,,999.0,,,,,,,,,,999.0,,1.0,,,,,
1973,4,4,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,-999.0,,-999.0,,,,,,,,,,,,-999.0,,,,,,,
1973,4,6,30.0,30.0,,,,,,,,1154.0,0.0,100.0,,,,,,,,0.0,0.0,,,,,,,53.96,28.04,768.0,,,,,,,,,,98.0,72.0,9999.0,,9999.0,,9999.0,,,,,,,,,,9999.0,,9999.0,,,,,
1973,4,7,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,32.0,,,,,,,,,,,,,-99.0,,-99.0,,-99.0,,,,,,,,,,-99.0,,-99.0,,,,,
1973,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,99.0,,99.0,,,,,,,,,,99.0,,99.0,,,,,
1973,4,9,70.0,70.0,,,,,,,,2024.0,0.0,91.0,,,,,,,,0.0,0.0,,,,,,,62.959999999999994,42.980000000000004,726.0,,,,360.0,360.0,,,,,180.0,125.0,-9999.0,,-9999.0,,-9999.0,,,,,,,,,,1.0,,-9999.0,,,,,
1973,4,10,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,32.0,32.0,,,,,,,,,,,,,-9.0,,-9.0,,-9.0,,,,,,,,,,,,,,,,,
1973,4,11,70.0,80.0,,,,,,,,618.0,,57.0,,,,,,,,,,,,,,,,44.96,28.04,444.0,,,,,,,,,,164.0,125.0,999.0,,999.0,,999.0,,,,,,,,,,999.0,,1.0,,,,,
1973,4,12,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,-999.0,,-999.0,,-999.0,,,,,,,,,,-999.0,,,,,,,
1973,4,14,80.0,100.0,,,,,,,,848.0,0.0,67.0,,,,,,,,0.0,0.0,,,,,,,60.08,33.08,528.0,,,,,,,,,,87.0,67.0,9999.0,,9999.0,,9999.0,,,,,,,,,,9999.0,,9999.0,,,,,
1973,4,15,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,32.0,,,,,,,,,,,,,-99.0,,-99.0,,-99.0,,,,,,,,,,-99.0,,-99.0,,,,,
1973,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,99.0,,99.0,,,,,,,,,,99.0,,99.0,,,,,
1973,4,17,10.0,0.0,,,,,,,,1224.0,0.0,100.0,,,,,,,,0.0,0.0,,,,,,,62.959999999999994,35.96,786.0,,,,315.0,315.0,,,,,82.0,45.0,-9999.0,,-9999.0,,-9999.0,,,,,,,,,,-9999.0,,-9999.0,,,,,
