YEAR,MONTH,DAY,ACMH,ACSH,ADPT,ASLP,ASTP,AWBT,AWND,FMTM,PGTM,PRCP,PSUN,RHAV,RHMN,RHMX,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF1,WDF2,WDF5,WDFG,WDFM,WESD,WSF1,WSF2,WSF5,WSFG,WSFM,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22,WV01,WV03
1948,8,15,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948,8,17,,,,,,,,,,0.0,,,,,0.0,0.0,,87.98,55.04,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999.0,,,,,,,
1948,8,18,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.0,,,,,,,
1948,8,19,,,,,,,,,,0.0,,,,,0.0,0.0,,87.98,51.98,,,,,,,,,,,,,,,,,,,,,,,,,,,999.0,,,,,,,
1948,8,20,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.0,,,,,,,
1948,8,22,,,,,,,,,,0.0,,,,,0.0,0.0,,87.98,53.06,,,,,,,,,,,,,,,,,,,,,,,,,,,9999.0,,,,,,,
1948,8,23,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99.0,,,,,,,
1948,8,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,
1948,8,25,,,,,,,,,,0.0,,,,,0.0,0.0,,89.96000000000001,51.08,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999.0,,,,,,,
1948,8,26,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.0,,,,,,,
1948,8,27,,,,,,,,,,0.0,,,,,0.0,0.0,,91.03999999999999,55.94,,,,,,,,,,,,,,,,,,,,,,,,,,,999.0,,,,,,,
1948,8,28,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.0,,,,,,,
1948,8,30,,,,,,,,,,0.0,,,,,0.0,0.0,,75.02,53.06,,,,,,,,,,,,,,,,,,,,,,,,,,,9999.0,,,,,,,
1948,8,31,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99.0,,,,,,,
1948,9,1,,,,,,,,,,0.0,,,,,0.0,0.0,,91.94,55.04,,,,,,,,,,,,,,,,,,,,-9999.0,,,,,,,-9999.0,,,,,,,
1948,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.0,,,,,,,-9.0,,,,,,,
1948,9,3,,,,,,,,,,0.0,,,,,0.0,0.0,,93.02,51.98,,,,,,,,,,,,,,,,,,,,999.0,,,,,,,999.0,,,,,,,
1948,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.0,,,,,,,-999.0,,,,,,,
1948,9,6,,,,,,,,,,0.0,,,,,0.0,0.0,,73.04,46.04,,,,,,,,,,,,,,,,,,,,9999.0,,,,,,,9999.0,,,,,,,
1948,9,7,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,,,,,,,,,,,,,,,,,,,,-99.0,,,,,,,-99.0,,,,,,,
1948,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,99.0,,,,,,,
1948,9,9,,,,,,,,,,0.0,,,,,0.0,0.0,,75.92,41.0,,,,,,,,,,,,,,,,,,,,-9999.0,,,,,,,-9999.0,,,,,,,
1948,9,10,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,,,,,,,-9.0,,,,,,,-9.0,,,,,,,
1948,9,11,,,,,,,,,,0.0,,,,,0.0,0.0,,73.94,41.0,,,,,,,,,,,,,,,,,,,,999.0,,,,,,,999.0,,,,,,,
1948,9,12,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,-999.0,,,,,,,-999.0,,,,,,,
1948,9,14,,,,,,,,,,0.0,,,,,0.0,0.0,,84.02,48.92,,,,,,,,,,,,,,,,,,,,9999.0,,,,,,,9999.0,,,,,,,
1948,9,15,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,-99.0,,,,,,,-99.0,,,,,,,
1948,9,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,99.0,,,,,,,
1948,9,17,,,,,,,,,,0.0,,,,,0.0,0.0,,89.06,51.08,,,,,,,,,,,,,,,,,,,,-9999.0,,,,,,,-9999.0,,,,,,,
1948,9,18,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.0,,,,,,,
1948,9,19,,,,,,,,,,0.0,,,,,0.0,0.0,,93.02,55.94,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,999.0,,,,,,,
1948,9,20,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.0,,,,,,,
1948,9,22,,,,,,,,,,0.0,,,,,0.0,0.0,,95.0,59.0,,,,,,,,,,,,,,,,,,,,9999.0,,,,,,,9999.0,,,,,,,
1948,9,23,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,-99.0,,,,,,,-99.0,,,,,,,
1948,9,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,99.0,,,,,,,
1948,9,25,,,,,,,,,,0.0,,,,,0.0,0.0,,66.92,48.02,,,,,,,,,,,,,,,,,,,,-9999.0,,,,,,,-9999.0,,,,,,,
1948,9,26,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,,,,,,,-9.0,,,,,,,,,,,,,,
1948,9,27,,,,,,,,,,,,,,,0.0,0.0,,71.96,53.06,,,,,,,,,,,,,,,,,,,,999.0,,,,,,,1.0,,,,,,,
1948,9,28,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,-999.0,,,,,,,,,,,,,,
1948,9,30,,,,,,,,,,0.0,,,,,0.0,0.0,,75.92,50.0,,,,,,,,,,,,,,,,,,,,9999.0,,,,,,,9999.0,,,,,,,
1948,9,31,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,-99.0,,,,,,,-99.0,,,,,,,
1948,10,1,,,,,,,,,,0.0,,,,,0.0,0.0,,78.98,41.0,,,,,,,,,,,,,,,-9999.0,,-9999.0,,,,,,,,,,-9999.0,,,,,,,
1948,10,2,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,,-9.0,,-9.0,,,,,,,,,,-9.0,,,,,,,
1948,10,3,,,,,,,,,,0.0,,,,,0.0,0.0,,77.0,46.04,,,,,,,,,,,,,,,999.0,,999.0,,,,,,,,,,999.0,,,,,,,
1948,10,4,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,-999.0,,-999.0,,,,,,,,,,-999.0,,,,,,,
1948,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,9.0,,,,,,,,,,9.0,,,,,,,
1948,10,6,,,,,,,,,,97.0,,,,,0.0,0.0,,66.02,44.06,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,
1948,10,7,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,99.0,,,,,,,,,,,,,,,,,
1948,10,9,,,,,,,,,,0.0,,,,,0.0,0.0,,55.94,37.94,,,,,,,,,,,,,,,-9999.0,,-9999.0,,,,,,,,,,-9999.0,,,,,,,
1948,10,10,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,,-9.0,,-9.0,,,,,,,,,,-9.0,,,,,,,
1948,10,11,,,,,,,,,,0.0,,,,,0.0,0.0,,75.02,42.08,,,,,,,,,,,,,,,999.0,,999.0,,,,,,,,,,999.0,,,,,,,
1948,10,12,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,-999.0,,-999.0,,,,,,,,,,-999.0,,,,,,,
1948,10,14,,,,,,,,,,0.0,,,,,0.0,0.0,,71.96,42.980000000000004,,,,,,,,,,,,,,,9999.0,,9999.0,,,,,,,,,,9999.0,,,,,,,
1948,10,15,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,,,,,,,,,,,,,,,-99.0,,-99.0,,,,,,,,,,-99.0,,,,,,,
1948,10,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,99.0,,,,,,,,,,99.0,,,,,,,
1948,10,17,,,,,,,,,,0.0,,,,,0.0,0.0,,73.04,44.06,,,,,,,,,,,,,,,-9999.0,,-9999.0,,,,,,,,,,-9999.0,,,,,,,
1948,10,18,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,,-9.0,,-9.0,,,,,,,,,,-9.0,,,,,,,
1948,10,19,,,,,,,,,,0.0,,,,,0.0,0.0,,78.98,42.980000000000004,,,,,,,,,,,,,,,999.0,,999.0,,,,,,,,,,999.0,,,,,,,
1948,10,20,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,-999.0,,-999.0,,,,,,,,,,-999.0,,,,,,,
1948,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,
1948,10,22,,,,,,,,,,5.0,,,,,0.0,0.0,,62.059999999999995,50.0,,,,,,,,,,,,,,,9999.0,,9999.0,,,,,,,,,,1.0,,,,,,,
1948,10,23,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,,,,,,,,,,,,,,,-99.0,,-99.0,,,,,,,,,,,,,,,,,
1948,10,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,99.0,,,,,,,,,,99.0,,,,,,,
1948,10,25,,,,,,,,,,0.0,,,,,0.0,0.0,,59.0,28.94,,,,,,,,,,,,,,,-9999.0,,-9999.0,,,,,,,,,,-9999.0,,,,,,,
1948,10,26,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,,-9.0,,-9.0,,,,,,,,,,-9.0,,,,,,,
1948,10,27,,,,,,,,,,0.0,,,,,0.0,0.0,,64.94,33.98,,,,,,,,,,,,,,,999.0,,999.0,,,,,,,,,,999.0,,,,,,,
1948,10,28,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,,,,,,,,,,,,,,,-999.0,,-999.0,,,,,,,,,,-999.0,,,,,,,
1948,10,30,,,,,,,,,,0.0,,,,,0.0,0.0,,64.04,33.08,,,,,,,,,,,,,,,9999.0,,9999.0,,,,,,,,,,9999.0,,,,,,,
1948,10,31,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,,,,,,,,,,,,,,,-99.0,,-99.0,,,,,,,,,,-99.0,,,,,,,
1948,11,1,,,,,,,,,,33.0,,,,,0.0,0.0,,55.04,42.08,,,,,,,,,,,,,-9999.0,,,,,,,,,,,,,,1.0,,-9999.0,,,,,
1948,11,2,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,-9.0,,,,,,,,,,,,,,,,-9.0,,,,,
1948,11,3,,,,,,,,,,,,,,,0.0,0.0,,59.0,44.06,,,,,,,,,,,,,999.0,,,,,,,,,,,,,,1.0,,999.0,,,,,
1948,11,4,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,-999.0,,,,,,,,,,,,,,,,,,,,,
1948,11,6,,,,,,,,,,0.0,,,,,0.0,0.0,,44.96,30.02,,,,,,,,,,,,,9999.0,,,,,,,,,,,,,,9999.0,,9999.0,,,,,
1948,11,7,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,,,,,,,,,,,,,-99.0,,,,,,,,,,,,,,-99.0,,-99.0,,,,,
1948,11,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,,,,99.0,,99.0,,,,,
1948,11,9,,,,,,,,,,0.0,,,,,0.0,0.0,,41.0,24.98,,,,,,,,,,,,,-9999.0,,,,,,,,,,,,,,1.0,,-9999.0,,,,,
1948,11,10,,,,,,,,,,,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,-9.0,,,,,,,,,,,,,,,,,,,,,
1948,11,11,,,,,,,,,,,,,,,,0.0,,39.02,17.96,,,,,,,,,,,,,999.0,,,,,,,,,,,,,,999.0,,1.0,,,,,
1948,11,12,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,-999.0,,,,,,,,,,,,,,-999.0,,,,,,,
1948,11,14,,,,,,,,,,0.0,,,,,0.0,0.0,,44.96,19.939999999999998,,,,,,,,,,,,,9999.0,,,,,,,,,,,,,,9999.0,,9999.0,,,,,
1948,11,15,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,,,,,,,,,,,,,,-99.0,,,,,,,,,,,,,,-99.0,,-99.0,,,,,
1948,11,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,,,,99.0,,99.0,,,,,
1948,11,17,,,,,,,,,,0.0,,,,,0.0,0.0,,48.02,21.92,,,,,,,,,,,,,-9999.0,,,,,,,,,,,,,,-9999.0,,-9999.0,,,,,
1948,11,18,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,-9.0,,,,,,,,,,,,,,-9.0,,-9.0,,,,,
1948,11,19,,,,,,,,,,0.0,,,,,0.0,0.0,,62.059999999999995,28.04,,,,,,,,,,,,,999.0,,,,,,,,,,,,,,999.0,,999.0,,,,,
1948,11,20,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,-999.0,,,,,,,,,,,,,,-999.0,,-999.0,,,,,
1948,11,22,,,,,,,,,,0.0,,,,,0.0,0.0,,62.059999999999995,35.96,,,,,,,,,,,,,9999.0,,,,,,,,,,,,,,9999.0,,9999.0,,,,,
1948,11,23,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,,,,,,,,,,,,,-99.0,,,,,,,,,,,,,,,,-99.0,,,,,
1948,11,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,,,,,,99.0,,,,,
1948,11,25,,,,,,,,,,0.0,,,,,0.0,0.0,,48.02,35.96,,,,,,,,,,,,,-9999.0,,,,,,,,,,,,,,1.0,,-9999.0,,,,,
1948,11,26,,,,,,,,,,,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948,11,27,,,,,,,,,,10.0,,,,,23.0,25.0,,41.0,21.92,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,999.0,,1.0,,,,,
1948,11,28,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,-999.0,,,,,,,
1948,11,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,9.0,,,,,
1948,11,30,,,,,,,,,,38.0,,,,,20.0,,,39.02,30.92,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,
1948,11,31,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1948,12,1,,,,,,,,,,10.0,,,,,5.0,51.0,,37.94,8.96,,,,,,,,,,,,,1.0,,,,,,,-9999.0,,,,,,,-9999.0,,1.0,,,,,
1948,12,2,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,0.0,,,,,,,-9.0,,,,,,,,,,,,,,
1948,12,3,,,,,,,,,,30.0,,,,,5.0,0.0,,48.02,32.0,,,,,,,,,,,,,1.0,,,,,,,999.0,,,,,,,1.0,,1.0,,,,,
1948,12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,-999.0,,,,,,,,,,,,,,
1948,12,6,,,,,,,,,,,,,,,,51.0,,30.02,15.079999999999998,,,,,,,,,,,,,9999.0,,,,,,,9999.0,,,,,,,9999.0,,1.0,,,,,
1948,12,7,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,,,,,,,,,,,,,,-99.0,,,,,,,-99.0,,,,,,,-99.0,,,,,,,
1948,12,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,99.0,,,,,,,99.0,,,,,,,
1948,12,9,,,,,,,,,,10.0,,,,,18.0,76.0,,33.08,24.98,,,,,,,,,,,,,-9999.0,,,,,,,-9999.0,,,,,,,-9999.0,,1.0,,,,,
1948,12,10,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,-9.0,,,,,,,-9.0,,,,,,,,,,,,,,
1948,12,11,,,,,,,,,,25.0,,,,,28.0,102.0,,41.0,26.96,,,,,,,,,,,,,999.0,,,,,,,999.0,,,,,,,1.0,,1.0,,,,,
1948,12,12,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,-999.0,,,,,,,-999.0,,,,,,,,,,,,,,
1948,12,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,9.0,,,,,
1948,12,14,,,,,,,,,,15.0,,,,,,51.0,,42.08,30.02,,,,,,,,,,,,,9999.0,,,,,,,9999.0,,,,,,,1.0,,1.0,,,,,
1948,12,15,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,,,,,,,,,,,,,,,,,,,,,-99.0,,,,,,,,,,,,,,
1948,12,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,,,,
1948,12,17,,,,,,,,,,145.0,,,,,0.0,25.0,,42.08,32.0,,,,,,,,,,,,,1.0,,,,,,,-9999.0,,,,,,,1.0,,1.0,,,,,
1948,12,18,,,,,,,,,,0.0,,,,,,0.0,,32.0,32.0,,,,,,,,,,,,,,,,,,,,-9.0,,,,,,,,,,,,,,
1948,12,19,,,,,,,,,,71.0,,,,,,,,44.96,33.08,,,,,,,,,,,,,999.0,,,,,,,999.0,,,,,,,1.0,,1.0,,,,,
1948,12,20,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,-999.0,,,,,,,-999.0,,,,,,,,,,,,,,
1948,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,
1948,12,22,,,,,,,,,,8.0,,,,,5.0,,,35.06,26.96,,,,,,,,,,,,,1.0,,,,,,,9999.0,,,,,,,9999.0,,1.0,,,,,
1948,12,23,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,,,,,,,,,,,,,,,,,,,,,-99.0,,,,,,,-99.0,,,,,,,
1948,12,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,99.0,,,,,,,99.0,,,,,,,
1948,12,25,,,,,,,,,,0.0,,,,,0.0,0.0,,28.94,15.079999999999998,,,,,,,,,,,,,-9999.0,,,,,,,-9999.0,,,,,,,-9999.0,,-9999.0,,,,,
1948,12,26,,,,,,,,,,0.0,,,,,0.0,,,32.0,,,,,,,,,,,,,,-9.0,,,,,,,-9.0,,,,,,,-9.0,,-9.0,,,,,
1948,12,27,,,,,,,,,,0.0,,,,,0.0,,,26.060000000000002,51.08,,,,,,,,,,,,,999.0,,,,,,,999.0,,,,,,,999.0,,999.0,,,,,
1948,12,28,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,-999.0,,,,,,,-999.0,,,,,,,-999.0,,-999.0,,,,,
1948,12,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,9.0,,,,,
1948,12,30,,,,,,,,,,28.0,,,,,46.0,51.0,,33.98,19.04,,,,,,,,,,,,,9999.0,,,,,,,1.0,,,,,,,9999.0,,1.0,,,,,
1948,12,31,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,,,,,,,,,,,,,,-99.0,,,,,,,,,,,,,,,,,,,,,
1949,1,1,,,,,,,,,,0.0,,,,,0.0,25.0,,35.96,12.020000000000003,,,,,,,,,,,,,-9999.0,,,,,,,-9999.0,,,,,,,,,1.0,,,,,
1949,1,2,,,,,,,,,,,,,,,,0.0,,32.0,,,,,,,,,,,,,,-9.0,,,,,,,-9.0,,,,,,,,,,,,,,
1949,1,3,,,,,,,,,,,,,,,,25.0,,23.0,53.96,,,,,,,,,,,,,999.0,,,,,,,999.0,,,,,,,,,1.0,,,,,
1949,1,4,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,-999.0,,,,,,,-999.0,,,,,,,,,,,,,,
1949,1,6,,,,,,,,,,0.0,,,,,0.0,25.0,,19.04,-2.9200000000000017,,,,,,,,,,,,,9999.0,,,,,,,9999.0,,,,,,,,,9999.0,,,,,
1949,1,7,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,-99.0,,,,,,,-99.0,,,,,,,,,-99.0,,,,,
1949,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,99.0,,,,,,,,,99.0,,,,,
1949,1,9,,,,,,,,,,0.0,,,,,0.0,0.0,,24.08,10.940000000000001,,,,,,,,,,,,,-9999.0,,,,,,,-9999.0,,,,,,,,,-9999.0,,,,,
1949,1,10,,,,,,,,,,0.0,,,,,0.0,,,32.0,,,,,,,,,,,,,,-9.0,,,,,,,-9.0,,,,,,,,,,,,,,
1949,1,11,,,,,,,,,,,,,,,,,,24.08,55.94,,,,,,,,,,,,,999.0,,,,,,,999.0,,,,,,,,,1.0,,,,,
1949,1,12,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,-999.0,,,,,,,-999.0,,,,,,,,,,,,,,
1949,1,14,,,,,,,,,,0.0,,,,,0.0,,,19.04,-2.019999999999996,,,,,,,,,,,,,9999.0,,,,,,,9999.0,,,,,,,,,9999.0,,,,,
1949,1,15,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,-99.0,,,,,,,-99.0,,,,,,,,,-99.0,,,,,
1949,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,99.0,,,,,,,,,99.0,,,,,
1949,1,17,,,,,,,,,,0.0,,,,,0.0,0.0,,12.020000000000003,-5.980000000000004,,,,,,,,,,,,,-9999.0,,,,,,,-9999.0,,,,,,,,,-9999.0,,,,,
1949,1,18,,,,,,,,,,0.0,,,,,0.0,,,32.0,,,,,,,,,,,,,,-9.0,,,,,,,-9.0,,,,,,,,,,,,,,
1949,1,19,,,,,,,,,,,,,,,,,,17.96,66.92,,,,,,,,,,,,,999.0,,,,,,,999.0,,,,,,,,,1.0,,,,,
1949,1,20,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,-999.0,,,,,,,-999.0,,,,,,,,,,,,,,
1949,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,9.0,,,,,
1949,1,22,,,,,,,,,,3.0,,,,,18.0,25.0,,17.96,6.979999999999997,,,,,,,,,,,,,9999.0,,,,,,,1.0,,,,,,,,,1.0,,,,,
1949,1,23,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1949,1,25,,,,,,,,,,0.0,,,,,0.0,25.0,,24.08,3.0199999999999996,,,,,,,,,,,,,-9999.0,,,,,,,-9999.0,,,,,,,,,-9999.0,,,,,
1949,1,26,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,,,,,,,,,,,,,,-9.0,,,,,,,-9.0,,,,,,,,,,,,,,
1949,1,27,,,,,,,,,,,,,,,,25.0,,30.02,60.08,,,,,,,,,,,,,999.0,,,,,,,999.0,,,,,,,,,1.0,,,,,
1949,1,28,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,-999.0,,,,,,,-999.0,,,,,,,,,,,,,,
1949,1,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,
1949,1,30,,,,,,,,,,0.0,,,,,0.0,,,17.96,1.0400000000000027,,,,,,,,,,,,,9999.0,,,,,,,1.0,,,,,,,,,9999.0,,,,,
1949,1,31,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,-99.0,,,,,,,,,,,,,,,,-99.0,,,,,
1949,2,1,,,,,,,,,,3.0,,,,,23.0,51.0,,19.939999999999998,8.059999999999999,,,,,,,,,,,,,1.0,,,,,,,1.0,-9999.0,,,,,,-9999.0,,1.0,,,,,
1949,2,2,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,,,,,,,,,,,,,,0.0,,,,,,,,-9.0,,,,,,-9.0,,,,,,,
1949,2,3,,,,,,,,,,,,,,,5.0,51.0,,24.98,64.94,,,,,,,,,,,,,1.0,,,,,,,1.0,999.0,,,,,,999.0,,1.0,,,,,
1949,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,-999.0,,,,,,-999.0,,,,,,,
1949,2,6,,,,,,,,,,23.0,,,,,43.0,152.0,,37.04,15.079999999999998,,,,,,,,,,,,,9999.0,,,,,,,9999.0,9999.0,,,,,,9999.0,,1.0,,,,,
1949,2,7,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,-99.0,,,,,,,-99.0,-99.0,,,,,,-99.0,,,,,,,
1949,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,99.0,99.0,,,,,,99.0,,99.0,,,,,
1949,2,9,,,,,,,,,,20.0,,,,,46.0,127.0,,30.92,14.0,,,,,,,,,,,,,-9999.0,,,,,,,-9999.0,1.0,,,,,,-9999.0,,1.0,,,,,
1949,2,10,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,,,,,,,,,,,,,,-9.0,,,,,,,-9.0,,,,,,,-9.0,,,,,,,
1949,2,11,,,,,,,,,,,,,,,,102.0,,35.96,51.08,,,,,,,,,,,,,999.0,,,,,,,999.0,999.0,,,,,,999.0,,1.0,,,,,
1949,2,12,,,,,,,,,,,,,,,,,,32.0,,,,,,,,,,,,,,-999.0,,,,,,,-999.0,,,,,,,-999.0,,,,,,,
1949,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,
1949,2,14,,,,,,,,,,86.0,,,,,43.0,102.0,,39.92,28.04,,,,,,,,,,,,,9999.0,,,,,,,9999.0,9999.0,,,,,,1.0,,1.0,,,,,
1949,2,15,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,,,,,,,,,,,,,-99.0,,,,,,,-99.0,-99.0,,,,,,,,,,,,,
1949,2,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,99.0,99.0,,,,,,,,99.0,,,,,
