YEAR,MONTH,DAY,ACMH,ACSH,ADPT,ASLP,ASTP,AWBT,AWND,DAPR,FMTM,MDPR,PGTM,PRCP,RHAV,RHMN,RHMX,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF1,WDF2,WDF5,WDFG,WDFM,WESD,WSF1,WSF2,WSF5,WSFG,WSFM,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22,WV01
1996,2,7,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,-99.0,-99.0,-99.0,-99.0,,,,,-99.0,,,-99.0,,-99.0,,-99.0,,,,
1996,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,99.0,99.0,,,,,99.0,,,99.0,,99.0,,99.0,,,,
1996,2,9,20.0,30.0,,,,,38.0,,950.0,,110.0,0.0,,,,0.0,203.0,,28.04,14.0,,330.0,,,270.0,,102.0,63.0,,,82.0,,-9999.0,-9999.0,-9999.0,-9999.0,,,,,-9999.0,,,-9999.0,,-9999.0,,-9999.0,,,,
1996,2,10,,,,,,,,,,,,0.0,,,,0.0,0.0,,32.0,32.0,,,,,,,0.0,,,,,,-9.0,-9.0,-9.0,-9.0,,,,,-9.0,,,-9.0,,-9.0,,,,,,
1996,2,11,90.0,90.0,,,,,37.0,,950.0,,755.0,,,,,,178.0,,33.98,15.079999999999998,,180.0,,,,,127.0,58.0,,,77.0,,999.0,999.0,999.0,999.0,,,,,999.0,,,999.0,,999.0,,1.0,,,,
1996,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.0,-999.0,,,,,,-999.0,,,-999.0,,,,0.0,,,,
1996,2,14,70.0,60.0,,,,,52.0,,1150.0,,1446.0,3.0,,,,0.0,51.0,,48.92,35.06,,290.0,,,,,0.0,76.0,,,118.0,,1.0,9999.0,9999.0,9999.0,,,,,9999.0,,,9999.0,,1.0,,9999.0,,,,
1996,2,15,,,,,,,,,,,,0.0,,,,0.0,0.0,,32.0,32.0,,,,,,,0.0,,,,,,,-99.0,-99.0,-99.0,,,,,-99.0,,,-99.0,,0.0,,-99.0,,,,
1996,2,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,99.0,99.0,,,,,99.0,,,99.0,,,,99.0,,,,
1996,2,17,70.0,80.0,,,,,48.0,,1450.0,,1403.0,0.0,,,,0.0,0.0,,50.0,35.96,,300.0,,,270.0,,0.0,89.0,,,154.0,,-9999.0,-9999.0,-9999.0,-9999.0,,,,,-9999.0,,,-9999.0,,1.0,,-9999.0,,,,
1996,2,18,,,,,,,,,,,,,,,,0.0,0.0,,32.0,32.0,,,,,,,0.0,,,,,,-9.0,-9.0,-9.0,-9.0,,,,,-9.0,,,-9.0,,,,-9.0,,,,
1996,2,19,50.0,60.0,,,,,56.0,,950.0,,48.0,0.0,,,,0.0,0.0,,35.96,15.079999999999998,,320.0,,,,,0.0,67.0,,,103.0,,999.0,999.0,999.0,999.0,,,,,999.0,,,999.0,,999.0,,999.0,,,,
1996,2,20,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,0.0,,,,,,-999.0,-999.0,-999.0,-999.0,,,,,-999.0,,,-999.0,,-999.0,,-999.0,,,,
1996,2,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,9.0,,,,
1996,2,22,90.0,100.0,,,,,41.0,,1353.0,,437.0,38.0,,,,28.0,25.0,,41.0,24.08,,270.0,,,,,0.0,63.0,,,87.0,,1.0,9999.0,9999.0,9999.0,,,,,9999.0,,,9999.0,,9999.0,,1.0,,,,
1996,2,23,,,,,,,,,,,,0.0,,,,0.0,0.0,,32.0,,,,,,,,0.0,,,,,,,-99.0,-99.0,-99.0,,,,,-99.0,,,-99.0,,-99.0,,0.0,,,,
1996,2,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,99.0,99.0,,,,,99.0,,,99.0,,99.0,,,,,,
1996,2,25,90.0,100.0,,,,,49.0,,2322.0,,2244.0,86.0,,,,170.0,0.0,,32.0,23.0,,360.0,,,360.0,,25.0,80.0,,,154.0,,1.0,1.0,-9999.0,-9999.0,,,,,1.0,,,-9999.0,,-9999.0,,1.0,,,,
1996,2,26,,,,,,,,,,,,0.0,,,,0.0,0.0,,32.0,32.0,,,,,,,0.0,,,,,,0.0,,-9.0,-9.0,,,,,0.0,,,-9.0,,-9.0,,0.0,,,,
1996,2,27,70.0,50.0,,,,,59.0,,150.0,,115.0,20.0,,,,41.0,203.0,,33.08,21.92,,350.0,,,,,178.0,76.0,,,123.0,,1.0,999.0,999.0,999.0,,,,,1.0,,,999.0,,999.0,,1.0,,,,
1996,2,28,,,,,,,,,,,,0.0,,,,0.0,,,32.0,,,,,,,,,,,,,,,-999.0,-999.0,-999.0,,,,,,,,-999.0,,-999.0,,,,,,
1996,2,30,90.0,90.0,,,,,36.0,,925.0,,927.0,0.0,,,,0.0,152.0,,41.0,17.06,,160.0,,,,,152.0,58.0,,,77.0,,9999.0,9999.0,9999.0,9999.0,,,,,9999.0,,,9999.0,,9999.0,,9999.0,,,,
1996,2,31,,,,,,,,,,,,0.0,,,,0.0,0.0,,32.0,32.0,,,,,,,0.0,,,,,,,-99.0,-99.0,-99.0,,,,,-99.0,,,-99.0,,,,-99.0,,,,
1996,3,1,40.0,30.0,,,,,34.0,,1350.0,,1315.0,0.0,,,,0.0,0.0,,33.98,21.92,,240.0,,,225.0,,0.0,45.0,,,67.0,,-9999.0,,-9999.0,-9999.0,,-9999.0,,,,,,-9999.0,,-9999.0,-9999.0,-9999.0,,,,
1996,3,2,,,,,,,,,,,,0.0,,,,0.0,0.0,,32.0,32.0,,,,,,,0.0,,,,,,,,-9.0,-9.0,,-9.0,,,,,,-9.0,,-9.0,-9.0,,,,,
1996,3,3,70.0,90.0,,,,,35.0,,150.0,,3.0,97.0,,,,135.0,51.0,,35.96,28.94,,250.0,,,,,102.0,58.0,,,77.0,,1.0,,999.0,999.0,,999.0,,,,,,999.0,,999.0,999.0,1.0,,,,
1996,3,4,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,-999.0,-999.0,,-999.0,,,,,,-999.0,,,-999.0,0.0,,,,
1996,3,6,10.0,0.0,,,,,56.0,,2351.0,,857.0,0.0,,,,0.0,25.0,,35.06,19.939999999999998,,290.0,,,,,0.0,89.0,,,118.0,,9999.0,,9999.0,9999.0,,9999.0,,,,,,9999.0,,9999.0,9999.0,9999.0,,,,
1996,3,7,,,,,,,,,,,,0.0,,,,0.0,0.0,,,32.0,,,,,,,0.0,,,,,,,,-99.0,-99.0,,-99.0,,,,,,-99.0,,,-99.0,-99.0,,,,
1996,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,,99.0,,,,,,99.0,,,99.0,99.0,,,,
1996,3,9,100.0,100.0,,,,,34.0,,1150.0,,2025.0,112.0,,,,0.0,0.0,,46.94,33.98,,50.0,,,45.0,,0.0,63.0,,,82.0,,1.0,,-9999.0,-9999.0,,-9999.0,,,,,,-9999.0,,1.0,-9999.0,-9999.0,,,,
1996,3,10,,,,,,,,,,,,0.0,,,,0.0,0.0,,32.0,32.0,,,,,,,0.0,,,,,,0.0,,-9.0,,,,,,,,,,,0.0,,,,,,
1996,3,11,100.0,100.0,,,,,37.0,,350.0,,952.0,112.0,,,,3.0,0.0,,33.98,26.060000000000002,,40.0,,,,,0.0,54.0,,,72.0,,1.0,,999.0,1.0,,1.0,,,,,,1.0,,1.0,1.0,1.0,,,,
1996,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,-999.0,,,0.0,,,,,,,,,,0.0,,,,
1996,3,14,10.0,30.0,,,,,53.0,,1550.0,,11.0,0.0,,,,0.0,76.0,,26.060000000000002,12.920000000000002,,300.0,,,,,76.0,67.0,,,113.0,,9999.0,,9999.0,9999.0,,1.0,,,,,,9999.0,,9999.0,9999.0,9999.0,,,,
1996,3,15,,,,,,,,,,,,0.0,,,,0.0,0.0,,32.0,,,,,,,,0.0,,,,,,-99.0,,-99.0,-99.0,,0.0,,,,,,-99.0,,-99.0,-99.0,-99.0,,,,
1996,3,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,99.0,99.0,,,,,,,,99.0,,99.0,99.0,99.0,,,,
1996,3,17,40.0,50.0,,,,,24.0,,1350.0,,1141.0,0.0,,,,0.0,25.0,,42.08,24.08,,210.0,,,180.0,,0.0,36.0,,,51.0,,-9999.0,,-9999.0,-9999.0,,-9999.0,,,,,,-9999.0,,-9999.0,-9999.0,-9999.0,,,,
1996,3,18,,,,,,,,,,,,0.0,,,,0.0,0.0,,32.0,32.0,,,,,,,0.0,,,,,,-9.0,,-9.0,-9.0,,-9.0,,,,,,-9.0,,-9.0,-9.0,-9.0,,,,
1996,3,19,20.0,10.0,,,,,33.0,,250.0,,304.0,0.0,,,,0.0,0.0,,53.06,28.94,,40.0,,,,,0.0,54.0,,,72.0,,999.0,,999.0,999.0,,999.0,,,,,,999.0,,999.0,999.0,999.0,,,,
1996,3,20,,,,,,,,,,,,0.0,,,,0.0,0.0,,,32.0,,,,,,,0.0,,,,,,-999.0,,-999.0,-999.0,,-999.0,,,,,,-999.0,,-999.0,-999.0,-999.0,,,,
1996,3,22,70.0,60.0,,,,,34.0,,1752.0,,1756.0,0.0,,,,0.0,0.0,,53.06,37.04,,200.0,,,,,0.0,54.0,,,62.0,,9999.0,,9999.0,9999.0,,9999.0,,,,,,9999.0,,9999.0,9999.0,9999.0,,,,
1996,3,23,,,,,,,,,,,,0.0,,,,0.0,0.0,,,32.0,,,,,,,0.0,,,,,,,,-99.0,-99.0,,-99.0,,,,,,-99.0,,,-99.0,-99.0,,,,
1996,3,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,,99.0,,,,,,99.0,,,99.0,99.0,,,,
1996,3,25,0.0,0.0,,,,,42.0,,650.0,,712.0,0.0,,,,0.0,0.0,,48.92,35.96,,320.0,,,315.0,,0.0,63.0,,,93.0,,-9999.0,,-9999.0,-9999.0,,-9999.0,,,,,,-9999.0,,-9999.0,-9999.0,-9999.0,,,,
1996,3,26,,,,,,,,,,,,0.0,,,,0.0,0.0,,32.0,32.0,,,,,,,0.0,,,,,,-9.0,,-9.0,-9.0,,-9.0,,,,,,-9.0,,-9.0,-9.0,-9.0,,,,
1996,3,27,70.0,80.0,,,,,26.0,,552.0,,7.0,0.0,,,,0.0,0.0,,42.08,32.0,,210.0,,,,,0.0,40.0,,,62.0,,999.0,,999.0,999.0,,999.0,,,,,,999.0,,999.0,999.0,999.0,,,,
1996,3,28,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,0.0,,,,,,-999.0,,-999.0,-999.0,,-999.0,,,,,,-999.0,,-999.0,-999.0,-999.0,,,,
1996,3,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,9.0,,,,,,,,,,,9.0,,,,,,
1996,3,30,90.0,90.0,,,,,56.0,,2150.0,,2136.0,224.0,,,,0.0,0.0,,50.0,37.04,,90.0,,,,,0.0,161.0,,,247.0,,1.0,,1.0,9999.0,,9999.0,,,,,,9999.0,,1.0,9999.0,9999.0,,,,
1996,3,31,,,,,,,,,,,,0.0,,,,0.0,0.0,,32.0,32.0,,,,,,,0.0,,,,,,,,,-99.0,,-99.0,,,,,,-99.0,,0.0,-99.0,-99.0,,,,
1996,4,1,90.0,100.0,,,,,30.0,,2236.0,,2238.0,290.0,,,,0.0,0.0,,51.98,39.92,,20.0,,,360.0,,0.0,67.0,,,118.0,,1.0,-9999.0,-9999.0,,,,,,,,,,,1.0,,-9999.0,,,,
1996,4,2,,,,,,,,,,,,0.0,,,,0.0,0.0,,32.0,32.0,,,,,,,0.0,,,,,,0.0,-9.0,-9.0,,,,,,,,,,,0.0,,-9.0,,,,
1996,4,3,40.0,30.0,,,,,63.0,,950.0,,999.0,3.0,,,,0.0,0.0,,55.04,39.92,,360.0,,,999.0,,0.0,103.0,,,999.0,,1.0,999.0,999.0,,,,,,,,,,,1.0,,999.0,,,,
1996,4,4,,,,,,,,,,,110.0,0.0,,,,0.0,0.0,,,,,,,,31.0,,0.0,,,,8.0,,,-999.0,-999.0,,,,,,,,,,,,,-999.0,,,,
1996,4,6,50.0,30.0,,,,,33.0,,1450.0,,1617.0,0.0,,,,0.0,0.0,,51.08,39.92,,190.0,,,,,0.0,45.0,,,67.0,,9999.0,9999.0,9999.0,,,,,,,,,,,9999.0,,9999.0,,,,
1996,4,7,,,,,,,,,,,,0.0,,,,0.0,0.0,,32.0,32.0,,,,,,,0.0,,,,,,-99.0,-99.0,-99.0,,,,,,,,,,,,,-99.0,,,,
1996,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,99.0,,,,,,,,,,,,,99.0,,,,
1996,4,9,80.0,90.0,,,,,35.0,,1150.0,,2220.0,0.0,,,,0.0,0.0,,51.08,37.04,,200.0,,,90.0,,0.0,54.0,,,82.0,,-9999.0,-9999.0,-9999.0,,,,,,,,,,,1.0,,-9999.0,,,,
1996,4,10,,,,,,,,,,,,,,,,0.0,0.0,,32.0,32.0,,,,,,,0.0,,,,,,,-9.0,-9.0,,,,,,,,,,,0.0,,,,,,
1996,4,11,100.0,100.0,,,,,36.0,,251.0,,310.0,122.0,,,,,0.0,,41.0,35.06,,350.0,,,,,0.0,54.0,,,72.0,,1.0,999.0,999.0,,,,,,,,,,,1.0,,1.0,,,,
1996,4,12,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,0.0,,,,,,,-999.0,-999.0,,,,,,,,,,,0.0,,,,,,
1996,4,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,9.0,,,,
1996,4,14,100.0,100.0,,,,,34.0,,1841.0,,2034.0,127.0,,,,79.0,0.0,,39.02,33.08,,10.0,,,,,0.0,58.0,,,98.0,,1.0,9999.0,9999.0,,,,,,,,,,,9999.0,,1.0,,,,
1996,4,15,,,,,,,,,,,,0.0,,,,0.0,0.0,,32.0,32.0,,,,,,,0.0,,,,,,0.0,-99.0,-99.0,,,,,,,,,,,,,0.0,,,,
1996,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,,,,,,,,,,,,,,,,,
1996,4,17,70.0,50.0,,,,,74.0,,850.0,,1919.0,0.0,,,,0.0,0.0,,64.94,39.92,,310.0,,,315.0,,0.0,107.0,,,144.0,,-9999.0,-9999.0,-9999.0,,,,,,,,,,,-9999.0,,-9999.0,,,,
1996,4,18,,,,,,,,,,,,0.0,,,,0.0,0.0,,32.0,32.0,,,,,,,0.0,,,,,,-9.0,-9.0,-9.0,,,,,,,,,,,-9.0,,-9.0,,,,
1996,4,19,80.0,80.0,,,,,50.0,,550.0,,646.0,0.0,,,,0.0,0.0,,80.96,48.92,,10.0,,,,,0.0,67.0,,,108.0,,999.0,999.0,999.0,,,,,,,,,,,999.0,,999.0,,,,
1996,4,20,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,0.0,,,,,,,-999.0,-999.0,,,,,,,,,,,,,-999.0,,,,
1996,4,22,80.0,90.0,,,,,54.0,,1750.0,,1726.0,,,,,0.0,0.0,,55.94,42.08,,330.0,,,,,0.0,80.0,,,129.0,,9999.0,9999.0,9999.0,,,,,,,,,,,1.0,,9999.0,,,,
1996,4,23,,,,,,,,,,,,0.0,,,,0.0,0.0,,32.0,32.0,,,,,,,0.0,,,,,,-99.0,-99.0,-99.0,,,,,,,,,,,0.0,,-99.0,,,,
1996,4,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,99.0,,,,,,,,,,,,,99.0,,,,
1996,4,25,100.0,100.0,,,,,75.0,,617.0,,257.0,292.0,,,,0.0,0.0,,55.04,42.980000000000004,,160.0,,,135.0,,0.0,103.0,,,175.0,,1.0,1.0,-9999.0,,,,,,,,,,,1.0,,-9999.0,,,,
1996,4,26,,,,,,,,,,,,0.0,,,,0.0,0.0,,32.0,32.0,,,,,,,0.0,,,,,,,,-9.0,,,,,,,,,,,,,-9.0,,,,
1996,4,27,70.0,80.0,,,,,65.0,,150.0,,124.0,0.0,,,,0.0,0.0,,50.0,42.08,,290.0,,,,,0.0,94.0,,,123.0,,999.0,999.0,999.0,,,,,,,,,,,999.0,,999.0,,,,
1996,4,28,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,0.0,,,,,,-999.0,-999.0,-999.0,,,,,,,,,,,-999.0,,-999.0,,,,
1996,4,30,70.0,90.0,,,,,33.0,,850.0,,839.0,0.0,,,,0.0,0.0,,57.02,42.980000000000004,,160.0,,,,,0.0,58.0,,,77.0,,9999.0,9999.0,9999.0,,,,,,,,,,,9999.0,,9999.0,,,,
1996,4,31,,,,,,,,,,,,0.0,,,,0.0,0.0,,,32.0,,,,,,,0.0,,,,,,,-99.0,-99.0,,,,,,,,,,,-99.0,,-99.0,,,,
1996,5,1,,,,,,,70.0,,1925.0,,1938.0,0.0,,,,0.0,0.0,,60.980000000000004,46.04,,,190.0,190.0,,,0.0,,112.0,125.0,,,-9999.0,-9999.0,-9999.0,,,,,-9999.0,,,,,,-9999.0,,,,,,
1996,5,2,,,,,,,,,,,,0.0,,,,0.0,0.0,,32.0,32.0,,,,,,,0.0,,,,,,-9.0,-9.0,-9.0,,,,,-9.0,,,,,,-9.0,,,,,,
1996,5,3,,,,,,,47.0,,714.0,,714.0,0.0,,,,0.0,0.0,,68.0,46.94,,,240.0,240.0,,,0.0,,80.0,98.0,,,999.0,999.0,999.0,,,,,999.0,,,,,,999.0,,,,,,
1996,5,4,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,0.0,,,,,,,-999.0,-999.0,,,,,-999.0,,,,,,,,,,,,
1996,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,
1996,5,6,,,,,,,28.0,,1342.0,,2237.0,0.0,,,,0.0,0.0,,57.92,50.0,,,120.0,360.0,,,0.0,,40.0,49.0,,,9999.0,1.0,9999.0,,,,,9999.0,,,,,,9999.0,,,,,,
1996,5,7,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,0.0,,,,,,,,-99.0,,,,,-99.0,,,,,,,,,,,,
1996,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,,,,,99.0,,,,,,,,,,,,
1996,5,9,,,,,,,35.0,,1421.0,,1410.0,43.0,,,,0.0,0.0,,53.06,41.0,,,200.0,200.0,,,0.0,,76.0,107.0,,,1.0,-9999.0,-9999.0,,,,,-9999.0,,,,,,1.0,,,,,,
1996,5,10,,,,,,,,,,,,0.0,,,,0.0,0.0,,32.0,32.0,,,,,,,0.0,,,,,,0.0,-9.0,-9.0,,,,,-9.0,,,,,,0.0,,,,,,
1996,5,11,,,,,,,25.0,,807.0,,802.0,71.0,,,,0.0,0.0,,57.02,39.02,,,170.0,170.0,,,0.0,,49.0,58.0,,,1.0,999.0,999.0,,,,,999.0,,,,,,1.0,,,,,,
1996,5,12,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,0.0,,,,,,0.0,-999.0,-999.0,,,,,-999.0,,,,,,0.0,,,,,,
1996,5,14,,,,,,,34.0,,1411.0,,1410.0,3.0,,,,0.0,0.0,,57.02,48.02,,,120.0,120.0,,,0.0,,76.0,89.0,,,1.0,9999.0,9999.0,,,,,9999.0,,,,,,1.0,,,,,,
1996,5,15,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,0.0,,,,,,0.0,-99.0,-99.0,,,,,-99.0,,,,,,0.0,,,,,,
1996,5,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,,,,,99.0,,,,,,,,,,,,
1996,5,17,,,,,,,51.0,,1713.0,,1711.0,269.0,,,,0.0,0.0,,73.04,51.98,,,260.0,260.0,,,0.0,,143.0,197.0,,,1.0,1.0,1.0,,,,,1.0,,,,,,1.0,,,,,,
1996,5,18,,,,,,,,,,,,0.0,,,,0.0,0.0,,32.0,32.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1996,5,19,,,,,,,98.0,,257.0,,917.0,0.0,,,,0.0,0.0,,62.059999999999995,46.94,,,280.0,290.0,,,0.0,,148.0,179.0,,,999.0,999.0,999.0,,,,,999.0,,,,,,999.0,,,,,,
1996,5,20,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,0.0,,,,,,-999.0,-999.0,-999.0,,,,,-999.0,,,,,,-999.0,,,,,,
1996,5,22,,,,,,,47.0,,1659.0,,1658.0,0.0,,,,0.0,0.0,,62.059999999999995,39.92,,,190.0,190.0,,,0.0,,112.0,130.0,,,9999.0,9999.0,9999.0,,,,,9999.0,,,,,,9999.0,,,,,,
1996,5,23,,,,,,,,,,,,0.0,,,,0.0,0.0,,,32.0,,,,,,,0.0,,,,,,-99.0,-99.0,-99.0,,,,,-99.0,,,,,,-99.0,,,,,,
1996,5,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,99.0,,,,,99.0,,,,,,99.0,,,,,,
1996,5,25,,,,,,,59.0,,1520.0,,1456.0,127.0,,,,0.0,0.0,,53.06,48.92,,,140.0,140.0,,,0.0,,116.0,148.0,,,1.0,1.0,-9999.0,,,,,-9999.0,,,,,,1.0,,,,,,
1996,5,26,,,,,,,,,,,,0.0,,,,0.0,0.0,,32.0,32.0,,,,,,,0.0,,,,,,0.0,,-9.0,,,,,-9.0,,,,,,,,,,,,
1996,5,27,,,,,,,45.0,,718.0,,717.0,0.0,,,,0.0,0.0,,69.98,51.98,,,180.0,180.0,,,0.0,,76.0,89.0,,,1.0,999.0,999.0,,,,,999.0,,,,,,999.0,,,,,,
1996,5,28,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,0.0,,,,,,0.0,-999.0,-999.0,,,,,,,,,,,,,,,,,
1996,5,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,
1996,5,30,,,,,,,26.0,,1828.0,,1823.0,0.0,,,,0.0,0.0,,78.08,53.06,,,180.0,180.0,,,0.0,,76.0,89.0,,,1.0,1.0,9999.0,,,,,1.0,,,,,,9999.0,,,,,,
1996,5,31,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,0.0,,,,,,,,-99.0,,,,,,,,,,,-99.0,,,,,,
1996,6,1,,,,,,,51.0,,1813.0,,1719.0,0.0,,,,0.0,0.0,,75.02,53.96,,,180.0,170.0,,,0.0,,94.0,112.0,,,-9999.0,-9999.0,-9999.0,,,,,-9999.0,,,,,,-9999.0,,,,,,
1996,6,2,,,,,,,,,,,,0.0,,,,0.0,0.0,,32.0,32.0,,,,,,,0.0,,,,,,-9.0,-9.0,-9.0,,,,,-9.0,,,,,,-9.0,,,,,,
1996,6,3,,,,,,,42.0,,605.0,,521.0,0.0,,,,0.0,0.0,,69.98,51.98,,,140.0,140.0,,,0.0,,76.0,89.0,,,999.0,999.0,999.0,,,,,999.0,,,,,,999.0,,,,,,
1996,6,4,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,0.0,,,,,,,-999.0,-999.0,,,,,-999.0,,,,,,,,,,,,
1996,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,
1996,6,6,,,,,,,53.0,,1937.0,,2011.0,28.0,,,,0.0,0.0,,69.98,59.0,,,180.0,200.0,,,0.0,,98.0,116.0,,,1.0,9999.0,1.0,,,,,9999.0,,,,,,1.0,,,,,,
1996,6,7,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,0.0,,,,,,0.0,-99.0,,,,,,-99.0,,,,,,0.0,,,,,,
1996,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,,,,,99.0,,,,,,,,,,,,
1996,6,9,,,,,,,38.0,,1941.0,,1940.0,0.0,,,,0.0,0.0,,75.02,59.0,,,180.0,180.0,,,0.0,,89.0,112.0,,,-9999.0,-9999.0,-9999.0,,,,,1.0,,,,,,-9999.0,,,,,,
1996,6,10,,,,,,,,,,,,0.0,,,,0.0,0.0,,32.0,32.0,,,,,,,0.0,,,,,,,,-9.0,,,,,,,,,,,-9.0,,,,,,
1996,6,11,,,,,,,50.0,,740.0,,905.0,0.0,,,,0.0,0.0,,68.0,59.0,,,180.0,180.0,,,0.0,,107.0,130.0,,,1.0,1.0,999.0,,,,,999.0,,,,,,999.0,,,,,,
1996,6,12,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,0.0,,,,,,0.0,,-999.0,,,,,-999.0,,,,,,-999.0,,,,,,
1996,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,9.0,,,,,,,,,,,,
1996,6,14,,,,,,,32.0,,1728.0,,1812.0,0.0,,,,0.0,0.0,,78.08,62.059999999999995,,,140.0,150.0,,,0.0,,80.0,98.0,,,1.0,1.0,9999.0,,,,,1.0,,,,,,9999.0,,,,,,
1996,6,15,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,0.0,,,,,,0.0,,-99.0,,,,,0.0,,,,,,,,,,,,
1996,6,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,,,,,,,
1996,6,17,,,,,,,43.0,,2021.0,,1555.0,0.0,,,,0.0,0.0,,80.06,64.04,,,170.0,170.0,,,0.0,,72.0,98.0,,,1.0,1.0,1.0,,,,,-9999.0,,,,,,-9999.0,,,,,,
1996,6,18,,,,,,,,,,,,0.0,,,,0.0,0.0,,32.0,32.0,,,,,,,0.0,,,,,,0.0,,,,,,,-9.0,,,,,,,,,,,,
1996,6,19,,,,,,,39.0,,659.0,,700.0,,,,,0.0,0.0,,78.08,64.94,,,160.0,160.0,,,0.0,,80.0,94.0,,,1.0,1.0,999.0,,,,,999.0,,,,,,1.0,,,,,,
1996,6,20,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,0.0,,,,,,0.0,,-999.0,,,,,,,,,,,0.0,,,,,,
1996,6,22,,,,,,,46.0,,1423.0,,1736.0,,,,,0.0,0.0,,84.91999999999999,68.0,,,180.0,240.0,,,0.0,,89.0,94.0,,,1.0,9999.0,9999.0,,,,,1.0,,,,,,1.0,,,,,,
1996,6,23,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,0.0,,,,,,0.0,-99.0,-99.0,,,,,0.0,,,,,,,,,,,,
1996,6,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,,,,,,,,,,,99.0,,,,,,
1996,6,25,,,,,,,42.0,,1219.0,,1218.0,0.0,,,,0.0,0.0,,80.06,64.94,,,120.0,120.0,,,0.0,,80.0,98.0,,,-9999.0,-9999.0,-9999.0,,,,,-9999.0,,,,,,-9999.0,,,,,,
1996,6,26,,,,,,,,,,,,0.0,,,,0.0,0.0,,32.0,32.0,,,,,,,0.0,,,,,,,-9.0,-9.0,,,,,,,,,,,,,,,,,
1996,6,27,,,,,,,18.0,,529.0,,528.0,,,,,0.0,0.0,,78.98,64.94,,,160.0,150.0,,,0.0,,63.0,72.0,,,1.0,999.0,999.0,,,,,1.0,,,,,,1.0,,,,,,
