YEAR,MONTH,DAY,ACMC,ACMH,ACSC,ACSH,ADPT,ASLP,ASTP,AWBT,AWND,FMTM,PGTM,PRCP,PSUN,RHAV,RHMN,RHMX,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF1,WDF2,WDF5,WDFG,WDFM,WESD,WSF1,WSF2,WSF5,WSFG,WSFM,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22,WV03,WV20
1981,10,17,,20.0,,10.0,,,,,,,1048.0,0.0,77.0,,,,0.0,0.0,,60.980000000000004,41.0,522.0,60.0,,,45.0,,,54.0,,,93.0,,-9999.0,-9999.0,-9999.0,,,,,-9999.0,,,,,,,-9999.0,,-9999.0,,,,,
1981,10,18,,,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,-9.0,-9.0,,,,,,,,,,,,-9.0,,-9.0,,,,,
1981,10,19,,10.0,,20.0,,,,,,,518.0,0.0,77.0,,,,0.0,0.0,,62.059999999999995,39.92,522.0,90.0,,,,,,67.0,,,82.0,,1.0,999.0,999.0,,,,,1.0,,,,,,,999.0,,999.0,,,,,
1981,10,20,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,-999.0,-999.0,,,,,,,,,,,,-999.0,,-999.0,,,,,
1981,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,
1981,10,22,,90.0,,100.0,,,,,,,1106.0,,51.0,,,,0.0,0.0,,60.08,42.08,342.0,180.0,,,,,,72.0,,,82.0,,1.0,9999.0,9999.0,,,,,1.0,,,,,,,1.0,,9999.0,,,,,
1981,10,23,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,,,,,,,,,,,,,,-99.0,-99.0,,,,,,,,,,,,,,-99.0,,,,,
1981,10,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,,,,,,,,,,,,,,99.0,,,,,
1981,10,25,,0.0,,0.0,,,,,,,1154.0,0.0,100.0,,,,0.0,0.0,,57.92,35.06,666.0,10.0,,,360.0,,,63.0,,,77.0,,-9999.0,-9999.0,-9999.0,,,,,-9999.0,,,,,,,-9999.0,,-9999.0,,,,,
1981,10,26,,,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,-9.0,-9.0,,,,,-9.0,,,,,,,,,-9.0,,,,,
1981,10,27,,60.0,,60.0,,,,,,,100.0,25.0,75.0,,,,0.0,0.0,,60.08,33.08,498.0,150.0,,,,,,76.0,,,98.0,,1.0,999.0,999.0,,,,,999.0,,,,,,,1.0,,999.0,,,,,
1981,10,28,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,-999.0,,,,,,-999.0,,,,,,,,,,,,,,
1981,10,30,,70.0,,60.0,,,,,,,42.0,,45.0,,,,,,,46.94,35.06,294.0,290.0,,,,,,89.0,,,134.0,,9999.0,9999.0,9999.0,,,,,9999.0,,,,,,,9999.0,,1.0,,,,,
1981,10,31,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,,,,,,,,,,,,,-99.0,-99.0,-99.0,,,,,-99.0,,,,,,,-99.0,,,,,,,
1981,11,1,,90.0,,80.0,,,,,,,1606.0,0.0,40.0,,,,0.0,0.0,,66.92,44.96,252.0,170.0,,,180.0,,,31.0,,,46.0,,1.0,-9999.0,-9999.0,,,,,1.0,,,,,,,-9999.0,,-9999.0,,,,,
1981,11,2,,,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,-9.0,-9.0,,,,,,,,,,,,-9.0,,-9.0,,,,,
1981,11,3,,90.0,,80.0,,,,,,,736.0,0.0,46.0,,,,0.0,0.0,,68.0,46.94,282.0,30.0,,,,,,45.0,,,57.0,,1.0,999.0,999.0,,,,,1.0,,,,,,,999.0,,999.0,,,,,
1981,11,4,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,-999.0,-999.0,,,,,,,,,,,,-999.0,,-999.0,,,,,
1981,11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,
1981,11,6,,30.0,,40.0,,,,,,,1506.0,0.0,72.0,,,,0.0,0.0,,64.04,35.96,444.0,140.0,,,,,,40.0,,,62.0,,1.0,9999.0,9999.0,,,,,1.0,,,,,,,9999.0,,9999.0,,,,,
1981,11,7,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,,,,,,,,,,,,,,-99.0,,,,,,,,,,,,,,,-99.0,,,,,
1981,11,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,,,,,99.0,,,,,
1981,11,9,,90.0,,100.0,,,,,,,1330.0,18.0,5.0,,,,0.0,0.0,,50.0,37.94,36.0,290.0,,,315.0,,,107.0,,,164.0,,-9999.0,-9999.0,-9999.0,,,,,-9999.0,,,,,,,1.0,,1.0,,,,,
1981,11,10,,,,,,,,,,,,0.0,,,,,,0.0,,32.0,32.0,,,,,,,,,,,,,-9.0,-9.0,-9.0,,,,,-9.0,,,,,,,,,,,,,,
1981,11,11,,10.0,,0.0,,,,,,,148.0,0.0,100.0,,,,0.0,0.0,,51.08,26.96,606.0,330.0,,,,,,80.0,,,118.0,,999.0,999.0,999.0,,,,,999.0,,,,,,,999.0,,999.0,,,,,
1981,11,12,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,-999.0,-999.0,-999.0,,,,,-999.0,,,,,,,-999.0,,-999.0,,,,,
1981,11,14,,60.0,,80.0,,,,,,,230.0,0.0,66.0,,,,0.0,0.0,,46.04,30.92,396.0,10.0,,,,,,80.0,,,113.0,,9999.0,9999.0,9999.0,,,,,9999.0,,,,,,,9999.0,,9999.0,,,,,
1981,11,15,,,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,,,,,,,,,,,,,,-99.0,-99.0,-99.0,,,,,-99.0,,,,,,,-99.0,,-99.0,,,,,
1981,11,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,99.0,,,,,99.0,,,,,,,99.0,,99.0,,,,,
1981,11,17,,0.0,,0.0,,,,,,,1300.0,0.0,100.0,,,,0.0,0.0,,48.02,28.04,600.0,330.0,,,360.0,,,58.0,,,82.0,,-9999.0,-9999.0,-9999.0,,,,,-9999.0,,,,,,,-9999.0,,-9999.0,,,,,
1981,11,18,,,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,-9.0,-9.0,-9.0,,,,,,,,,,,,-9.0,,-9.0,,,,,
1981,11,19,,0.0,,10.0,,,,,,,118.0,0.0,94.0,,,,0.0,0.0,,46.04,26.96,564.0,100.0,,,,,,45.0,,,62.0,,999.0,999.0,999.0,,,,,1.0,,,,,,,999.0,,999.0,,,,,
1981,11,20,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,-999.0,-999.0,,,,,,,,,,,,-999.0,,-999.0,,,,,
1981,11,22,,40.0,,60.0,,,,,,,1354.0,0.0,71.0,,,,0.0,0.0,,57.02,28.94,420.0,80.0,,,,,,45.0,,,51.0,,1.0,9999.0,9999.0,,,,,1.0,,,,,,,9999.0,,9999.0,,,,,
1981,11,23,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,-99.0,,,,,,,,,,,,-99.0,,-99.0,,,,,
1981,11,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,,99.0,,99.0,,,,,
1981,11,25,,10.0,,20.0,,,,,,,1536.0,0.0,97.0,,,,0.0,0.0,,59.0,26.060000000000002,570.0,170.0,,,180.0,,,36.0,,,46.0,,1.0,1.0,-9999.0,,,,,1.0,,,,,,,-9999.0,,-9999.0,,,,,
1981,11,26,,,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,,-9.0,,,,,,,,,,,,,,-9.0,,,,,
1981,11,27,,30.0,,20.0,,,,,,,36.0,,78.0,,,,0.0,0.0,,55.04,30.02,456.0,300.0,,,,,,89.0,,,129.0,,1.0,999.0,999.0,,,,,1.0,,,,,,,1.0,,999.0,,,,,
1981,11,28,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,-999.0,-999.0,,,,,,,,,,,,,,-999.0,,,,,
1981,11,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,9.0,,,,,,,,,,,,,,
1981,11,30,,100.0,,100.0,,,,,,,2236.0,69.0,0.0,,,,0.0,0.0,,46.04,37.94,0.0,60.0,,,,,,98.0,,,144.0,,1.0,9999.0,9999.0,,,,,1.0,,,,,,,1.0,,9999.0,,,,,
1981,11,31,,,,,,,,,,,,,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,-99.0,-99.0,,,,,,,,,,,,,,,,,,,
1981,12,1,,100.0,,90.0,,,,,,,1724.0,91.0,7.0,,,,0.0,0.0,,53.06,35.96,36.0,230.0,,,225.0,,-9999.0,134.0,,,221.0,,1.0,-9999.0,1.0,,,,,-9999.0,-9999.0,,,,,,1.0,,-9999.0,,,,,
1981,12,2,,,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,-9.0,,,,,,,-9.0,,,,,,-9.0,-9.0,,,,,,,,,,,,,
1981,12,3,,100.0,,100.0,,,,,,,524.0,,0.0,,,,,0.0,,42.08,33.08,0.0,230.0,,,,,999.0,98.0,,,144.0,,999.0,999.0,999.0,,,,,999.0,999.0,,,,,,1.0,,1.0,,,,,
1981,12,4,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,-999.0,,,,,,,-999.0,-999.0,,,,,,-999.0,,,,,,,,,,,,,
1981,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,
1981,12,6,,100.0,,100.0,,,,,,,1736.0,20.0,0.0,,,,,0.0,,39.92,32.0,0.0,340.0,,,,,9999.0,76.0,,,93.0,,1.0,9999.0,9999.0,,,,,9999.0,9999.0,,,,,,1.0,,1.0,,,,,
1981,12,7,,,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,,,,,,,,-99.0,,,,,,,-99.0,-99.0,,,,,-99.0,-99.0,,,,,,,,,,,,,
1981,12,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,99.0,99.0,99.0,,,,,99.0,99.0,,,,,,99.0,,,,,,,
1981,12,9,,60.0,,60.0,,,,,,,1212.0,0.0,53.0,,,,0.0,0.0,,37.94,21.92,294.0,190.0,,,225.0,,-9999.0,63.0,,,77.0,,1.0,-9999.0,-9999.0,,,,,-9999.0,-9999.0,,,,,,-9999.0,,-9999.0,,,,,
1981,12,10,,,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,-9.0,,,,,,,-9.0,-9.0,,,,,,-9.0,,,,,,,,-9.0,,,,,
1981,12,11,,90.0,,90.0,,,,,,,354.0,,2.0,,,,0.0,0.0,,44.06,33.08,12.0,290.0,,,,,999.0,63.0,,,87.0,,999.0,999.0,999.0,,,,,1.0,999.0,,,,,,1.0,,999.0,,,,,
1981,12,12,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,-999.0,,,,,,-999.0,-999.0,-999.0,,,,,,-999.0,,,,,,,,,,,,,
1981,12,14,,70.0,,70.0,,,,,,,900.0,,39.0,,,,,0.0,,28.04,19.939999999999998,216.0,360.0,,,,,9999.0,112.0,,,159.0,,9999.0,9999.0,9999.0,,,,,9999.0,9999.0,,,,,,9999.0,,1.0,,,,,
1981,12,15,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,-99.0,,,,,,-99.0,-99.0,-99.0,,,,,-99.0,-99.0,,,,,,-99.0,,,,,,,
1981,12,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,99.0,99.0,99.0,,,,,99.0,99.0,,,,,,99.0,,,,,,,
1981,12,17,,90.0,,90.0,,,,,,,1606.0,0.0,0.0,,,,0.0,0.0,,32.0,19.939999999999998,0.0,350.0,,,315.0,,-9999.0,72.0,,,113.0,,-9999.0,-9999.0,-9999.0,,,,,-9999.0,-9999.0,,,,,,-9999.0,,-9999.0,,,,,
1981,12,18,,,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,-9.0,,,,,,-9.0,-9.0,-9.0,,,,,-9.0,-9.0,,,,,,-9.0,,-9.0,,,,,
1981,12,19,,100.0,,100.0,,,,,,,106.0,0.0,0.0,,,,0.0,0.0,,32.0,28.94,0.0,300.0,,,,,999.0,54.0,,,82.0,,999.0,999.0,999.0,,,,,999.0,999.0,,,,,,999.0,,999.0,,,,,
1981,12,20,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,-999.0,,,,,,-999.0,-999.0,-999.0,,,,,-999.0,-999.0,,,,,,-999.0,,,,,,,
1981,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,
1981,12,22,,100.0,,100.0,,,,,,,2212.0,,0.0,,,,,0.0,,35.06,28.04,0.0,140.0,,,,,9999.0,31.0,,,41.0,,9999.0,9999.0,9999.0,,,,,1.0,9999.0,,,,,,9999.0,,1.0,,,,,
1981,12,23,,,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,,,,,,,,-99.0,,,,,,-99.0,-99.0,-99.0,,,,,,-99.0,,,,,,-99.0,,,,,,,
1981,12,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,99.0,99.0,99.0,,,,,,99.0,,,,,,99.0,,,,,,,
1981,12,25,,80.0,,90.0,,,,,,,1324.0,0.0,7.0,,,,3.0,0.0,,33.08,21.92,36.0,250.0,,,270.0,,-9999.0,80.0,,,103.0,,-9999.0,-9999.0,-9999.0,,,,,-9999.0,-9999.0,,,,,,-9999.0,,1.0,,,,,
1981,12,26,,,,,,,,,,,,,,,,,0.0,0.0,,32.0,32.0,,,,,,,-9.0,,,,,,,-9.0,-9.0,,,,,-9.0,-9.0,,,,,,-9.0,,,,,,,
1981,12,27,,100.0,,100.0,,,,,,,636.0,25.0,0.0,,,,38.0,,,26.96,21.02,0.0,30.0,,,,,999.0,63.0,,,123.0,,1.0,999.0,999.0,,,,,999.0,999.0,,,,,,999.0,,1.0,,,,,
1981,12,28,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,5.0,,,,,,,-999.0,-999.0,,,,,-999.0,-999.0,,,,,,-999.0,,,,,,,
1981,12,30,,50.0,,60.0,,,,,,,1512.0,,50.0,,,,,25.0,,23.0,8.96,270.0,320.0,,,,,9999.0,76.0,,,108.0,,9999.0,9999.0,9999.0,,,,,9999.0,9999.0,,,,,,9999.0,,1.0,,,,,
1981,12,31,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,-99.0,,,,,,-99.0,-99.0,-99.0,,,,,-99.0,-99.0,,,,,,-99.0,,,,,,,
1982,1,1,,70.0,,50.0,,,,,,,454.0,0.0,60.0,,,,0.0,127.0,,37.04,17.96,330.0,260.0,,,270.0,,381.0,103.0,,,149.0,,-9999.0,-9999.0,,-9999.0,,-9999.0,,1.0,-9999.0,,,,,,1.0,,-9999.0,,,,,
1982,1,2,,,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,,,,,,,,,,,,,,-9.0,-9.0,,-9.0,,,,,-9.0,,,,,,0.0,,,,,,,
1982,1,3,,70.0,,100.0,,,,,,,612.0,0.0,5.0,,,,0.0,127.0,,35.06,51.98,24.0,120.0,,,,,356.0,89.0,,,123.0,,999.0,999.0,,999.0,,1.0,,999.0,999.0,,,,,,1.0,,1.0,,,,,
1982,1,4,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,-999.0,,-999.0,,,,-999.0,-999.0,,,,,,0.0,,,,,,,
1982,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,9.0,,,,,,,,9.0,,,,,
1982,1,6,,100.0,,100.0,,,,,,,1354.0,71.0,1.0,,,,5.0,76.0,,44.96,24.98,6.0,240.0,,,,,152.0,179.0,,,252.0,,1.0,1.0,,9999.0,,9999.0,,9999.0,1.0,,,,,,1.0,,1.0,,,,,
1982,1,7,,,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,,,,,,,,,,,,,,,,,-99.0,,-99.0,,-99.0,,,,,,,,,,,,,,
1982,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,,99.0,,99.0,,99.0,99.0,,,,,,99.0,,99.0,,,,,
1982,1,9,,100.0,,100.0,,,,,,,2142.0,13.0,0.0,,,,13.0,51.0,,37.04,26.060000000000002,0.0,350.0,,,360.0,,-9999.0,76.0,,,93.0,,-9999.0,-9999.0,,-9999.0,,-9999.0,,1.0,1.0,,,,,,-9999.0,,1.0,,,,,
1982,1,10,,,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,,,,,,,,,,,,,,-9.0,-9.0,,-9.0,,-9.0,,,,,,,,,-9.0,,0.0,,,,,
1982,1,11,,80.0,,70.0,,,,,,,636.0,0.0,50.0,,,,0.0,51.0,,26.96,51.98,282.0,280.0,,,,,76.0,76.0,,,98.0,,999.0,999.0,,999.0,,999.0,,999.0,999.0,,,,,,999.0,,1.0,,,,,
1982,1,12,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,-999.0,-999.0,,-999.0,,-999.0,,-999.0,-999.0,,,,,,-999.0,,0.0,,,,,
1982,1,14,,80.0,,40.0,,,,,,,1524.0,5.0,47.0,,,,5.0,25.0,,15.079999999999998,1.0400000000000027,264.0,300.0,,,,,9999.0,94.0,,,113.0,,9999.0,9999.0,,9999.0,,9999.0,,9999.0,9999.0,,,,,,9999.0,,1.0,,,,,
1982,1,15,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,-99.0,,,,,,-99.0,-99.0,,-99.0,,-99.0,,-99.0,,,,,,,-99.0,,0.0,,,,,
1982,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,99.0,99.0,,99.0,,99.0,,99.0,,,,,,,99.0,,,,,,,
1982,1,17,,100.0,,100.0,,,,,,,506.0,3.0,0.0,,,,3.0,25.0,,10.940000000000001,-5.980000000000004,0.0,260.0,,,225.0,,-9999.0,125.0,,,170.0,,-9999.0,-9999.0,,-9999.0,,-9999.0,,-9999.0,1.0,,,,,,-9999.0,,1.0,,,,,
1982,1,18,,,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,,,,,,,,-9.0,,,,,,-9.0,-9.0,,-9.0,,-9.0,,-9.0,,,,,,,-9.0,,0.0,,,,,
1982,1,19,,100.0,,90.0,,,,,,,124.0,8.0,19.0,,,,8.0,25.0,,17.06,53.96,102.0,250.0,,,,,999.0,72.0,,,98.0,,999.0,999.0,,999.0,,999.0,,999.0,999.0,,,,,,999.0,,1.0,,,,,
1982,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,-999.0,-999.0,,-999.0,,-999.0,,-999.0,-999.0,,,,,,-999.0,,0.0,,,,,
1982,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,9.0,,,,,,,,,,,,,,
1982,1,22,,90.0,,90.0,,,,,,,1418.0,10.0,25.0,,,,23.0,127.0,,21.92,8.96,144.0,270.0,,,,,127.0,40.0,,,62.0,,1.0,9999.0,,9999.0,,9999.0,,1.0,9999.0,,,,,,9999.0,,1.0,,,,,
1982,1,23,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,0.0,-99.0,,-99.0,,-99.0,,0.0,-99.0,,,,,,-99.0,,0.0,,,,,
1982,1,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,99.0,,99.0,,,99.0,,,,,,99.0,,,,,,,
1982,1,25,,90.0,,90.0,,,,,,,1436.0,20.0,34.0,,,,23.0,152.0,,19.939999999999998,-9.040000000000006,192.0,290.0,,,270.0,,102.0,139.0,,,185.0,,-9999.0,-9999.0,,-9999.0,,-9999.0,,-9999.0,1.0,,,,,,-9999.0,,1.0,,,,,
1982,1,26,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,-9.0,,-9.0,,-9.0,,-9.0,0.0,,,,,,-9.0,,0.0,,,,,
1982,1,27,,70.0,,50.0,,,,,,,142.0,13.0,70.0,,,,15.0,102.0,,64.94,78.98,402.0,240.0,,,,,76.0,103.0,,,129.0,,1.0,999.0,,999.0,,999.0,,999.0,1.0,,,,,,999.0,,1.0,,,,,
1982,1,28,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,-999.0,,-999.0,,-999.0,,-999.0,,,,,,,-999.0,,0.0,,,,,
1982,1,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,
1982,1,30,,60.0,,80.0,,,,,,,900.0,0.0,10.0,,,,0.0,76.0,,24.98,10.04,60.0,100.0,,,,,76.0,54.0,,,67.0,,9999.0,9999.0,,9999.0,,9999.0,,1.0,9999.0,,,,,,9999.0,,9999.0,,,,,
1982,1,31,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,-99.0,,-99.0,,-99.0,,0.0,-99.0,,,,,,-99.0,,,,,,,
1982,2,1,,20.0,,0.0,,,,,,,6.0,0.0,98.0,,,,0.0,305.0,,24.08,8.059999999999999,594.0,270.0,,,315.0,,889.0,80.0,,,144.0,,-9999.0,-9999.0,,-9999.0,,1.0,,-9999.0,1.0,,,,,,-9999.0,,1.0,,,,,
1982,2,2,,,,,,,,,,,,,,,,,,0.0,,32.0,,,,,,,,,,,,,,,-9.0,,-9.0,,,,,,,,,,,-9.0,,,,,,,
1982,2,3,,80.0,,100.0,,,,,,,130.0,0.0,35.0,,,,0.0,305.0,,28.04,55.94,210.0,90.0,,,,,813.0,40.0,,,57.0,,1.0,999.0,,999.0,,999.0,,1.0,999.0,,,,,,999.0,,999.0,,,,,
1982,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-999.0,,-999.0,,-999.0,,0.0,,,,,,,-999.0,,,,,,,
1982,2,6,,20.0,,10.0,,,,,,,112.0,,100.0,,,,,432.0,,21.02,-2.9200000000000017,606.0,350.0,,,,,813.0,72.0,,,87.0,,9999.0,9999.0,,9999.0,,9999.0,,1.0,9999.0,,,,,,9999.0,,1.0,,,,,
1982,2,7,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,-99.0,,-99.0,,-99.0,,0.0,-99.0,,,,,,-99.0,,0.0,,,,,
1982,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,99.0,,99.0,,,99.0,,,,,,99.0,,,,,,,
1982,2,9,,40.0,,40.0,,,,,,,1248.0,0.0,65.0,,,,0.0,457.0,,12.920000000000002,-5.980000000000004,396.0,240.0,,,225.0,,864.0,89.0,,,123.0,,1.0,-9999.0,,-9999.0,,-9999.0,,-9999.0,-9999.0,,,,,,-9999.0,,1.0,,,,,
1982,2,10,,,,,,,,,,,,,,,,,,0.0,,32.0,,,,,,,,,,,,,,,-9.0,,-9.0,,-9.0,,-9.0,-9.0,,,,,,-9.0,,,,,,,
1982,2,11,,10.0,,20.0,,,,,,,518.0,0.0,84.0,,,,0.0,457.0,,19.04,69.08,516.0,230.0,,,,,864.0,116.0,,,159.0,,999.0,999.0,,999.0,,999.0,,999.0,999.0,,,,,,999.0,,999.0,,,,,
1982,2,12,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,-999.0,-999.0,,-999.0,,-999.0,,-999.0,-999.0,,,,,,-999.0,,,,,,,
1982,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,
1982,2,14,,70.0,,80.0,,,,,,,2030.0,30.0,60.0,,,,66.0,381.0,,21.02,1.0400000000000027,378.0,270.0,,,,,1321.0,80.0,,,149.0,,1.0,9999.0,,9999.0,,9999.0,,9999.0,9999.0,,,,,,9999.0,,1.0,,,,,
1982,2,15,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,-99.0,,-99.0,,-99.0,,-99.0,-99.0,,,,,,-99.0,,0.0,,,,,
1982,2,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,,99.0,,99.0,,99.0,99.0,,,,,,99.0,,,,,,,
1982,2,17,,30.0,,10.0,,,,,,,1612.0,0.0,89.0,,,,0.0,406.0,,17.96,-7.059999999999995,558.0,230.0,,,225.0,,1118.0,103.0,,,129.0,,-9999.0,-9999.0,,-9999.0,,-9999.0,,-9999.0,-9999.0,,,,,,-9999.0,,1.0,,,,,
1982,2,18,,,,,,,,,,,,,,,,,,0.0,,32.0,,,,,,,,,,,,,,,-9.0,,-9.0,,-9.0,,,-9.0,,,,,,-9.0,,,,,,,
1982,2,19,,100.0,,100.0,,,,,,,218.0,0.0,0.0,,,,0.0,381.0,,24.08,64.94,0.0,230.0,,,,,118.0,31.0,,,46.0,,1.0,999.0,,999.0,,999.0,,1.0,999.0,,,,,,999.0,,999.0,,,,,
1982,2,20,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,0.0,-999.0,,-999.0,,-999.0,,0.0,-999.0,,,,,,-999.0,,,,,,,
1982,2,22,,100.0,,100.0,,,,,,,1636.0,,4.0,,,,,356.0,,39.02,24.08,30.0,200.0,,,,,1041.0,89.0,,,118.0,,1.0,9999.0,,9999.0,,9999.0,,1.0,9999.0,,,,,,9999.0,,1.0,,,,,
1982,2,23,,,,,,,,,,,,0.0,,,,,0.0,,,32.0,32.0,,,,,,,,,,,,,0.0,-99.0,,-99.0,,-99.0,,,-99.0,,,,,,-99.0,,,,,,,
1982,2,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,99.0,,99.0,,99.0,99.0,,,,,,99.0,,99.0,,,,,
1982,2,25,,100.0,,100.0,,,,,,,2348.0,0.0,12.0,,,,0.0,229.0,,37.04,32.0,78.0,70.0,,,90.0,,762.0,89.0,,,134.0,,1.0,-9999.0,,-9999.0,,-9999.0,,1.0,-9999.0,,,,,,-9999.0,,-9999.0,,,,,
1982,2,26,,,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,-9.0,,-9.0,,-9.0,,0.0,-9.0,,,,,,-9.0,,-9.0,,,,,
1982,2,27,,100.0,,100.0,,,,,,,200.0,0.0,0.0,,,,0.0,178.0,,33.08,26.96,0.0,60.0,,,,,660.0,107.0,,,144.0,,999.0,999.0,,999.0,,999.0,,1.0,999.0,,,,,,999.0,,999.0,,,,,
1982,2,28,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,-999.0,,,,,-999.0,,,,,,,,,,,,,
1982,2,30,,100.0,,100.0,,,,,,,1424.0,28.0,0.0,,,,28.0,178.0,,35.06,30.92,0.0,270.0,,,,,686.0,76.0,,,108.0,,1.0,9999.0,,9999.0,,9999.0,,9999.0,9999.0,,,,,,1.0,,1.0,,,,,
1982,2,31,,,,,,,,,,,,0.0,,,,,0.0,,,32.0,32.0,,,,,,,,,,,,,0.0,,,-99.0,,-99.0,,,-99.0,,,,,,,,,,,,,
